age_midpt,age_cat,sex,ethnicity,highest_qualification,weekly_hrs,weekly_income
32.5,30-34,Male,Maori,Vocational,7,300
37.5,35-39,Male,Europ,NoQual,40,1070
62.5,60-64,Male,Europ,Vocational,41,1720
47.5,45-49,Male,Europ,School,50,980
37.5,35-39,Male,Europ,NoQual,40,630
37.5,35-39,Female,Europ,School,35,430
37.5,35-39,Male,Maori,Vocational,40,640
57.5,55-59,Male,Europ,Vocational,45,840
37.5,35-39,Male,Europ,School,44,1140
57.5,55-59,Male,Europ,NoQual,40,850
37.5,35-39,Male,Europ,Vocational,16,410
62.5,60-64,Female,Pacific,NoQual,60,920
52.5,50-54,Female,Pacific,Vocational,35,300
32.5,30-34,Male,Europ,Vocational,38,590
47.5,45-49,Female,Europ,OthPostSec,38,370
52.5,50-54,Male,Other,Vocational,43,1750
52.5,50-54,Female,Europ,NoQual,48,1330
32.5,30-34,Female,Europ,BachDeg+,40,470
37.5,35-39,Female,Europ,Vocational,12,250
47.5,45-49,Male,Europ,BachDeg+,27,530
37.5,35-39,Female,Other,School,16,340
42.5,40-44,Female,Europ,School,30,560
47.5,45-49,Male,Europ,Vocational,50,1010
47.5,45-49,Female,Europ,NoQual,55,420
32.5,30-34,Female,Pacific,BachDeg+,41,690
57.5,55-59,Male,Europ,Vocational,25,520
42.5,40-44,Female,Europ,BachDeg+,145,2610
32.5,30-34,Male,MaoriCombin,BachDeg+,40,1470
47.5,45-49,Male,Europ,Vocational,40,540
37.5,35-39,Female,Europ,School,40,450
27.5,25-29,Male,Europ,Vocational,40,1010
52.5,50-54,Female,Europ,NoQual,30,300
57.5,55-59,Male,Europ,Vocational,45,580
42.5,40-44,Female,Europ,OthPostSec,28,460
52.5,50-54,Female,NonMaoriComb,Vocational,48,400
37.5,35-39,Female,Maori,NoQual,16,150
52.5,50-54,Female,Europ,Vocational,10,120
47.5,45-49,Male,Europ,Vocational,46,860
32.5,30-34,Female,Europ,BachDeg+,35,610
57.5,55-59,Male,Europ,NoQual,24,440
47.5,45-49,Female,Europ,School,27,330
42.5,40-44,Female,Europ,School,23,310
27.5,25-29,Male,Europ,OthPostSec,43,890
37.5,35-39,Male,Europ,Vocational,46,710
42.5,40-44,Female,Maori,NoQual,21,430
52.5,50-54,Male,Europ,Vocational,25,780
37.5,35-39,Male,Europ,OthPostSec,110,1690
37.5,35-39,Female,Europ,Vocational,30,360
27.5,25-29,Female,Europ,BachDeg+,38,460
32.5,30-34,Male,Europ,BachDeg+,40,1390
52.5,50-54,Male,Pacific,NoQual,63,660
42.5,40-44,Female,Europ,BachDeg+,40,780
37.5,35-39,Male,Europ,School,83,500
57.5,55-59,Female,Europ,Vocational,40,890
27.5,25-29,Female,Maori,Vocational,31,400
32.5,30-34,Male,Europ,Vocational,50,810
32.5,30-34,Male,Europ,NoQual,40,1030
62.5,60-64,Female,Europ,NoQual,36,360
47.5,45-49,Female,Europ,OthPostSec,27,1450
32.5,30-34,Male,Europ,Vocational,40,540
47.5,45-49,Female,Europ,BachDeg+,4,500
47.5,45-49,Female,Pacific,School,27,900
42.5,40-44,Female,Europ,BachDeg+,16,820
62.5,60-64,Male,Europ,Vocational,27,510
27.5,25-29,Male,Europ,School,40,570
57.5,55-59,Male,Other,OthPostSec,98,740
47.5,45-49,Female,Europ,Vocational,45,950
37.5,35-39,Female,Europ,School,40,510
27.5,25-29,Female,Europ,OthPostSec,22,220
42.5,40-44,Female,Europ,BachDeg+,56,1870
37.5,35-39,Female,MaoriCombin,OthPostSec,16,470
47.5,45-49,Male,Europ,Vocational,38,870
37.5,35-39,Male,Europ,Vocational,45,2310
32.5,30-34,Male,Pacific,Vocational,17,250
32.5,30-34,Female,Europ,BachDeg+,40,1270
37.5,35-39,Male,Europ,BachDeg+,55,820
27.5,25-29,Female,Europ,NoQual,2,450
27.5,25-29,Male,Europ,Vocational,21,300
57.5,55-59,Female,Europ,School,50,290
52.5,50-54,Male,Europ,Vocational,41,830
32.5,30-34,Male,Europ,BachDeg+,45,1380
47.5,45-49,Male,Pacific,OthPostSec,42,920
32.5,30-34,Female,Europ,Vocational,24,620
42.5,40-44,Male,Europ,NoQual,40,930
32.5,30-34,Male,Europ,School,45,1010
27.5,25-29,Male,Europ,BachDeg+,40,1070
27.5,25-29,Male,Other,Vocational,63,1200
37.5,35-39,Male,Europ,NoQual,75,1590
37.5,35-39,Female,Europ,Vocational,40,510
32.5,30-34,Female,Europ,OthPostSec,41,640
37.5,35-39,Female,Europ,BachDeg+,38,1250
27.5,25-29,Female,Europ,Vocational,40,460
47.5,45-49,Male,Maori,Vocational,58,750
57.5,55-59,Male,Maori,NoQual,31,650
47.5,45-49,Female,Europ,Vocational,15,160
52.5,50-54,Female,Pacific,NoQual,19,360
42.5,40-44,Male,Europ,School,53,1500
47.5,45-49,Male,Other,BachDeg+,41,1250
57.5,55-59,Male,Europ,Vocational,8,630
32.5,30-34,Female,Europ,Vocational,40,560
32.5,30-34,Female,Other,BachDeg+,27,430
37.5,35-39,Female,Europ,School,24,410
37.5,35-39,Female,Europ,School,38,710
42.5,40-44,Male,Europ,Vocational,28,350
32.5,30-34,Male,Other,BachDeg+,42,1480
37.5,35-39,Male,Europ,NoQual,25,390
62.5,60-64,Female,Europ,NoQual,20,370
27.5,25-29,Female,Pacific,NoQual,35,720
37.5,35-39,Male,Europ,Vocational,45,800
27.5,25-29,Female,Maori,OthPostSec,10,150
27.5,25-29,Male,Europ,Vocational,45,550
52.5,50-54,Male,Europ,Vocational,40,630
37.5,35-39,Male,Europ,OthPostSec,133,1150
27.5,25-29,Female,Pacific,Vocational,38,400
37.5,35-39,Male,Europ,Vocational,40,960
32.5,30-34,Male,Europ,NoQual,40,640
32.5,30-34,Male,Other,School,51,850
52.5,50-54,Male,Europ,NoQual,45,660
32.5,30-34,Male,Other,Vocational,26,440
47.5,45-49,Male,Europ,NoQual,40,720
42.5,40-44,Male,Europ,BachDeg+,50,1280
32.5,30-34,Male,Europ,Vocational,54,3100
32.5,30-34,Male,Europ,NoQual,63,770
57.5,55-59,Male,Europ,Vocational,40,580
57.5,55-59,Female,Europ,Vocational,15,250
47.5,45-49,Male,Europ,Vocational,38,1160
37.5,35-39,Female,Europ,NoQual,30,330
47.5,45-49,Female,Europ,Vocational,9,450
37.5,35-39,Male,Europ,School,56,2000
57.5,55-59,Male,Europ,Vocational,32,1010
37.5,35-39,Male,MaoriCombin,NoQual,34,450
57.5,55-59,Female,Europ,NoQual,12,450
52.5,50-54,Male,Maori,Vocational,100,1540
57.5,55-59,Male,Europ,OthPostSec,38,1720
52.5,50-54,Male,Europ,Vocational,55,1780
62.5,60-64,Female,Europ,NoQual,22,280
37.5,35-39,Male,Maori,OthPostSec,47,710
52.5,50-54,Female,Europ,OthPostSec,32,960
37.5,35-39,Female,Europ,School,13,390
32.5,30-34,Female,Europ,NoQual,17,340
42.5,40-44,Female,Europ,Vocational,24,420
57.5,55-59,Female,Europ,Vocational,26,460
37.5,35-39,Male,Europ,School,40,550
37.5,35-39,Male,Other,BachDeg+,40,790
47.5,45-49,Female,Europ,Vocational,38,680
42.5,40-44,Female,Other,BachDeg+,27,570
32.5,30-34,Male,Europ,BachDeg+,21,1850
37.5,35-39,Male,Maori,School,75,1040
47.5,45-49,Male,Europ,Vocational,53,770
27.5,25-29,Male,MaoriCombin,School,51,380
52.5,50-54,Female,Europ,NoQual,18,440
47.5,45-49,Female,Europ,School,40,1270
27.5,25-29,Female,Pacific,NoQual,25,360
42.5,40-44,Male,Pacific,NoQual,62,1020
37.5,35-39,Male,Europ,Vocational,42,820
47.5,45-49,Female,Europ,NoQual,35,460
42.5,40-44,Female,Maori,Vocational,40,880
37.5,35-39,Female,Europ,School,41,640
37.5,35-39,Female,Europ,Vocational,40,790
47.5,45-49,Male,Europ,Vocational,22,1590
37.5,35-39,Female,Pacific,Vocational,25,490
27.5,25-29,Female,Europ,Vocational,101,1030
57.5,55-59,Female,Europ,Vocational,18,450
47.5,45-49,Female,Europ,School,25,400
37.5,35-39,Male,Europ,Vocational,46,660
42.5,40-44,Female,Europ,School,12,230
57.5,55-59,Male,Europ,School,61,1100
32.5,30-34,Female,Pacific,School,21,350
42.5,40-44,Male,Europ,Vocational,40,1450
62.5,60-64,Male,Europ,Vocational,41,1810
32.5,30-34,Female,Europ,NoQual,40,610
32.5,30-34,Female,Europ,School,35,380
27.5,25-29,Male,Europ,BachDeg+,49,710
37.5,35-39,Female,Europ,School,38,530
47.5,45-49,Male,Europ,NoQual,21,430
27.5,25-29,Female,Maori,BachDeg+,42,430
57.5,55-59,Female,Europ,NoQual,8,80
52.5,50-54,Female,Maori,Vocational,54,670
27.5,25-29,Male,Europ,NoQual,34,1180
27.5,25-29,Male,Europ,Vocational,36,420
32.5,30-34,Male,Europ,BachDeg+,32,2710
47.5,45-49,Male,Europ,NoQual,40,500
32.5,30-34,Male,Europ,Vocational,40,630
42.5,40-44,Female,Europ,School,25,330
37.5,35-39,Female,Europ,NoQual,26,250
57.5,55-59,Female,Europ,NoQual,33,720
37.5,35-39,Male,Europ,NoQual,40,540
32.5,30-34,Male,Europ,Vocational,43,960
42.5,40-44,Male,Europ,NoQual,40,2060
32.5,30-34,Female,Europ,Vocational,40,410
27.5,25-29,Female,Europ,School,39,1010
27.5,25-29,Male,Pacific,School,40,480
52.5,50-54,Female,Other,BachDeg+,30,1410
27.5,25-29,Female,Europ,Vocational,44,560
37.5,35-39,Male,Europ,NoQual,40,650
32.5,30-34,Female,Europ,Vocational,12,780
62.5,60-64,Male,Europ,School,21,230
27.5,25-29,Female,MaoriCombin,BachDeg+,17,250
37.5,35-39,Male,Europ,Vocational,32,780
42.5,40-44,Female,Maori,Vocational,7,180
42.5,40-44,Male,Europ,OthPostSec,42,940
47.5,45-49,Female,MaoriCombin,NoQual,37,450
42.5,40-44,Male,Europ,OthPostSec,45,770
42.5,40-44,Female,Europ,School,46,910
52.5,50-54,Female,Europ,Vocational,20,740
37.5,35-39,Male,Europ,School,38,410
42.5,40-44,Male,Europ,NoQual,44,640
57.5,55-59,Male,Europ,Vocational,55,1790
42.5,40-44,Male,Europ,NoQual,40,510
42.5,40-44,Male,Europ,School,45,700
37.5,35-39,Female,Maori,NoQual,19,250
32.5,30-34,Female,Europ,NoQual,40,720
32.5,30-34,Female,Europ,School,30,650
47.5,45-49,Female,Europ,OthPostSec,40,430
27.5,25-29,Female,Europ,Vocational,41,450
27.5,25-29,Male,MaoriCombin,School,26,330
57.5,55-59,Male,Europ,Vocational,48,660
37.5,35-39,Female,Europ,OthPostSec,50,550
62.5,60-64,Female,Europ,Vocational,17,390
37.5,35-39,Female,Europ,BachDeg+,20,920
47.5,45-49,Female,Maori,Vocational,40,1220
32.5,30-34,Male,Europ,School,42,630
57.5,55-59,Female,Europ,NoQual,16,120
62.5,60-64,Female,Maori,OthPostSec,37,420
42.5,40-44,Female,Europ,School,32,520
27.5,25-29,Male,Europ,BachDeg+,40,770
57.5,55-59,Female,Maori,Vocational,65,1530
47.5,45-49,Male,Europ,Vocational,50,1260
47.5,45-49,Female,Europ,BachDeg+,40,780
47.5,45-49,Female,Europ,Vocational,40,960
27.5,25-29,Male,Europ,Vocational,44,1000
32.5,30-34,Male,Europ,BachDeg+,40,780
57.5,55-59,Female,Europ,BachDeg+,20,720
57.5,55-59,Male,Europ,BachDeg+,45,680
47.5,45-49,Female,Europ,NoQual,26,290
32.5,30-34,Male,Europ,Vocational,45,850
27.5,25-29,Male,Pacific,OthPostSec,73,1130
42.5,40-44,Female,Europ,Vocational,18,420
42.5,40-44,Female,Europ,BachDeg+,50,970
32.5,30-34,Male,Europ,Vocational,50,1260
42.5,40-44,Female,Europ,OthPostSec,40,890
47.5,45-49,Male,Europ,School,34,800
42.5,40-44,Male,Europ,Vocational,42,640
47.5,45-49,Male,Europ,BachDeg+,45,580
52.5,50-54,Male,Europ,NoQual,3,110
37.5,35-39,Male,Europ,Vocational,50,850
32.5,30-34,Female,Other,NoQual,30,410
42.5,40-44,Male,Europ,Vocational,23,1930
32.5,30-34,Male,Europ,Vocational,47,930
57.5,55-59,Female,Europ,School,30,300
32.5,30-34,Female,Europ,Vocational,10,260
47.5,45-49,Male,Europ,OthPostSec,104,1400
27.5,25-29,Male,Pacific,School,31,390
37.5,35-39,Female,Europ,Vocational,22,220
32.5,30-34,Female,Europ,Vocational,3,220
57.5,55-59,Male,Europ,Vocational,40,860
57.5,55-59,Male,Europ,School,59,700
27.5,25-29,Female,Maori,NoQual,51,540
42.5,40-44,Male,Europ,Vocational,26,640
37.5,35-39,Male,Europ,Vocational,36,830
47.5,45-49,Female,Europ,NoQual,15,160
37.5,35-39,Female,Europ,Vocational,40,880
47.5,45-49,Male,Pacific,Vocational,23,180
37.5,35-39,Male,Europ,NoQual,40,600
47.5,45-49,Female,Maori,Vocational,33,240
37.5,35-39,Female,Europ,School,40,550
32.5,30-34,Female,Europ,Vocational,12,840
62.5,60-64,Male,Europ,School,40,730
42.5,40-44,Male,Europ,School,61,1420
52.5,50-54,Female,Europ,NoQual,15,370
37.5,35-39,Male,Europ,BachDeg+,30,960
57.5,55-59,Female,Europ,NoQual,20,200
32.5,30-34,Female,Europ,School,23,220
27.5,25-29,Female,Europ,Vocational,40,670
52.5,50-54,Male,Europ,NoQual,58,830
42.5,40-44,Female,Europ,BachDeg+,70,2190
37.5,35-39,Female,Europ,Vocational,14,130
52.5,50-54,Female,Europ,BachDeg+,40,1270
37.5,35-39,Male,Europ,Vocational,40,820
52.5,50-54,Female,Europ,School,11,1100
42.5,40-44,Male,Europ,School,40,800
57.5,55-59,Male,Europ,School,38,630
37.5,35-39,Male,Europ,Vocational,50,860
37.5,35-39,Female,Europ,School,40,560
27.5,25-29,Male,Europ,School,49,710
27.5,25-29,Female,Other,School,48,690
37.5,35-39,Female,Europ,School,4,30
57.5,55-59,Female,Maori,NoQual,42,770
52.5,50-54,Female,Europ,Vocational,47,1070
32.5,30-34,Female,Pacific,NoQual,35,380
32.5,30-34,Female,Maori,School,32,960
27.5,25-29,Male,Europ,BachDeg+,40,910
27.5,25-29,Male,Europ,BachDeg+,40,930
62.5,60-64,Female,Europ,NoQual,40,230
52.5,50-54,Male,Europ,NoQual,45,610
37.5,35-39,Female,Europ,BachDeg+,20,530
57.5,55-59,Male,Europ,Vocational,40,770
42.5,40-44,Male,Europ,Vocational,40,700
42.5,40-44,Female,Europ,Vocational,40,730
47.5,45-49,Male,MaoriCombin,NoQual,35,1290
27.5,25-29,Female,Europ,BachDeg+,47,1380
47.5,45-49,Male,Europ,School,40,550
32.5,30-34,Female,Europ,Vocational,37,840
52.5,50-54,Female,Europ,Vocational,38,630
47.5,45-49,Female,Europ,NoQual,21,310
52.5,50-54,Female,Europ,Vocational,60,760
37.5,35-39,Male,Europ,BachDeg+,28,690
42.5,40-44,Male,Europ,Vocational,40,980
47.5,45-49,Male,Europ,Vocational,40,830
52.5,50-54,Female,Europ,Vocational,28,800
57.5,55-59,Female,Europ,NoQual,40,810
42.5,40-44,Female,Europ,School,52,920
37.5,35-39,Male,Europ,OthPostSec,43,580
37.5,35-39,Female,Europ,Vocational,40,740
47.5,45-49,Female,Europ,School,24,240
52.5,50-54,Female,Europ,NoQual,19,500
37.5,35-39,Male,Pacific,Vocational,23,350
62.5,60-64,Female,Europ,Vocational,34,350
52.5,50-54,Female,Maori,NoQual,38,410
57.5,55-59,Female,Europ,Vocational,34,780
27.5,25-29,Male,MaoriCombin,Vocational,30,450
32.5,30-34,Male,Europ,Vocational,72,640
62.5,60-64,Female,Europ,NoQual,42,750
52.5,50-54,Male,Other,Vocational,35,840
47.5,45-49,Male,Pacific,NoQual,42,450
32.5,30-34,Female,Europ,Vocational,50,610
32.5,30-34,Female,Europ,Vocational,25,520
42.5,40-44,Female,Europ,NoQual,2,340
57.5,55-59,Female,Maori,NoQual,43,440
47.5,45-49,Male,Europ,Vocational,31,550
37.5,35-39,Male,Europ,BachDeg+,36,1860
32.5,30-34,Female,Europ,Vocational,44,530
47.5,45-49,Female,MaoriCombin,Vocational,21,310
42.5,40-44,Female,Europ,OthPostSec,32,340
37.5,35-39,Male,Europ,NoQual,27,470
47.5,45-49,Male,Europ,Vocational,70,1010
57.5,55-59,Male,Maori,Vocational,41,750
52.5,50-54,Female,Europ,School,38,440
47.5,45-49,Female,Europ,Vocational,69,2270
27.5,25-29,Female,MaoriCombin,BachDeg+,56,1230
37.5,35-39,Male,Pacific,School,40,450
47.5,45-49,Male,Europ,NoQual,58,1100
32.5,30-34,Male,Europ,BachDeg+,22,810
62.5,60-64,Male,Pacific,Vocational,34,490
32.5,30-34,Female,Maori,BachDeg+,52,850
57.5,55-59,Female,Europ,NoQual,40,380
37.5,35-39,Female,Maori,Vocational,40,550
52.5,50-54,Female,Europ,OthPostSec,24,310
32.5,30-34,Female,Europ,OthPostSec,41,620
32.5,30-34,Female,Europ,BachDeg+,27,1220
52.5,50-54,Male,MaoriCombin,NoQual,33,340
37.5,35-39,Female,Pacific,Vocational,28,330
57.5,55-59,Male,Europ,Vocational,40,1000
37.5,35-39,Female,Europ,BachDeg+,43,790
62.5,60-64,Female,Europ,Vocational,5,260
32.5,30-34,Female,Europ,OthPostSec,33,400
42.5,40-44,Female,Pacific,School,35,530
62.5,60-64,Male,Europ,OthPostSec,8,370
27.5,25-29,Male,Europ,NoQual,145,940
37.5,35-39,Female,Europ,BachDeg+,11,200
52.5,50-54,Male,Europ,BachDeg+,66,4550
42.5,40-44,Female,Europ,Vocational,40,570
37.5,35-39,Male,Other,BachDeg+,76,1540
57.5,55-59,Female,Europ,NoQual,22,310
57.5,55-59,Male,Europ,BachDeg+,107,2080
57.5,55-59,Male,Europ,Vocational,40,730
37.5,35-39,Male,Europ,Vocational,48,520
27.5,25-29,Female,Pacific,School,27,360
37.5,35-39,Female,Europ,School,49,670
52.5,50-54,Female,Europ,Vocational,4,560
57.5,55-59,Female,Europ,OthPostSec,6,330
52.5,50-54,Male,Europ,NoQual,25,380
37.5,35-39,Female,Europ,NoQual,55,660
62.5,60-64,Female,Europ,Vocational,13,550
42.5,40-44,Female,Europ,Vocational,40,750
52.5,50-54,Male,Europ,Vocational,40,800
32.5,30-34,Female,Europ,School,11,80
47.5,45-49,Male,Maori,Vocational,40,1420
52.5,50-54,Female,Europ,School,40,630
52.5,50-54,Female,Europ,School,26,320
47.5,45-49,Male,Europ,Vocational,50,1360
62.5,60-64,Female,Europ,Vocational,17,490
37.5,35-39,Female,Europ,OthPostSec,18,450
32.5,30-34,Male,Europ,Vocational,53,1280
52.5,50-54,Female,Europ,Vocational,28,440
32.5,30-34,Female,Europ,NoQual,19,180
27.5,25-29,Female,NonMaoriComb,BachDeg+,28,550
27.5,25-29,Male,Pacific,Vocational,38,680
37.5,35-39,Male,Europ,Vocational,50,940
32.5,30-34,Female,Europ,BachDeg+,11,580
52.5,50-54,Female,Pacific,School,22,430
57.5,55-59,Male,Pacific,School,36,930
42.5,40-44,Male,Europ,NoQual,40,410
37.5,35-39,Male,Europ,Vocational,79,550
32.5,30-34,Male,Europ,NoQual,60,740
37.5,35-39,Male,Europ,Vocational,40,880
27.5,25-29,Male,Other,Vocational,32,690
62.5,60-64,Female,Europ,Vocational,45,590
27.5,25-29,Female,Europ,NoQual,24,220
32.5,30-34,Male,Other,School,35,490
42.5,40-44,Female,Europ,Vocational,20,230
32.5,30-34,Female,Maori,School,40,1010
52.5,50-54,Female,Europ,Vocational,50,1110
52.5,50-54,Female,Maori,Vocational,92,1940
32.5,30-34,Female,Europ,Vocational,30,300
57.5,55-59,Female,Europ,NoQual,8,190
32.5,30-34,Female,Europ,School,30,600
42.5,40-44,Female,Europ,OthPostSec,15,180
52.5,50-54,Male,Europ,OthPostSec,48,510
42.5,40-44,Female,Europ,Vocational,24,300
32.5,30-34,Male,Other,Vocational,26,1250
32.5,30-34,Male,Europ,Vocational,40,630
62.5,60-64,Female,Europ,School,11,190
47.5,45-49,Female,Europ,BachDeg+,45,1270
47.5,45-49,Female,Europ,Vocational,30,500
37.5,35-39,Female,Europ,BachDeg+,17,300
57.5,55-59,Female,Europ,Vocational,40,820
37.5,35-39,Male,Europ,BachDeg+,55,1110
32.5,30-34,Male,Europ,BachDeg+,32,1730
37.5,35-39,Female,Europ,School,61,630
32.5,30-34,Female,MaoriCombin,OthPostSec,60,620
57.5,55-59,Female,Europ,Vocational,56,1020
42.5,40-44,Female,NonMaoriComb,NoQual,46,510
52.5,50-54,Female,Europ,School,40,650
47.5,45-49,Female,Europ,School,25,650
57.5,55-59,Male,Europ,Vocational,35,730
57.5,55-59,Female,Europ,Vocational,40,510
47.5,45-49,Male,NonMaoriComb,Vocational,41,1020
37.5,35-39,Male,Pacific,Vocational,38,600
32.5,30-34,Female,Europ,BachDeg+,45,1190
52.5,50-54,Male,Pacific,School,32,720
47.5,45-49,Male,Europ,School,32,270
52.5,50-54,Female,Maori,NoQual,60,980
47.5,45-49,Female,Europ,Vocational,25,450
47.5,45-49,Female,Europ,OthPostSec,13,200
42.5,40-44,Female,Other,Vocational,48,700
52.5,50-54,Male,Europ,School,40,1120
57.5,55-59,Female,Pacific,NoQual,39,350
57.5,55-59,Male,Europ,Vocational,41,440
57.5,55-59,Male,Europ,School,120,1190
62.5,60-64,Male,Europ,School,7,310
32.5,30-34,Female,Europ,BachDeg+,40,1380
47.5,45-49,Male,Europ,Vocational,55,1290
37.5,35-39,Male,Europ,BachDeg+,40,1440
47.5,45-49,Female,Europ,BachDeg+,24,350
47.5,45-49,Male,Europ,Vocational,21,320
27.5,25-29,Male,Europ,Vocational,40,490
32.5,30-34,Female,Europ,School,37,840
47.5,45-49,Female,MaoriCombin,Vocational,46,470
32.5,30-34,Male,Europ,OthPostSec,40,670
62.5,60-64,Male,Europ,Vocational,40,620
27.5,25-29,Female,Europ,BachDeg+,10,250
27.5,25-29,Male,Maori,OthPostSec,26,360
57.5,55-59,Male,Europ,Vocational,45,820
47.5,45-49,Female,Europ,Vocational,15,320
42.5,40-44,Female,Other,School,23,270
52.5,50-54,Male,Europ,School,38,1030
47.5,45-49,Male,Europ,OthPostSec,24,130
47.5,45-49,Female,Europ,NoQual,29,400
62.5,60-64,Female,Europ,NoQual,40,550
27.5,25-29,Female,Europ,BachDeg+,40,730
42.5,40-44,Female,Europ,NoQual,2,340
57.5,55-59,Female,Europ,Vocational,29,320
27.5,25-29,Female,MaoriCombin,Vocational,25,430
57.5,55-59,Female,Europ,School,20,290
47.5,45-49,Female,Europ,BachDeg+,25,500
52.5,50-54,Female,Other,BachDeg+,23,1090
57.5,55-59,Female,Europ,School,52,570
47.5,45-49,Female,Pacific,Vocational,21,380
32.5,30-34,Female,Europ,School,40,650
47.5,45-49,Female,Europ,School,37,470
47.5,45-49,Male,Maori,Vocational,41,750
32.5,30-34,Female,MaoriCombin,Vocational,18,450
52.5,50-54,Male,Europ,Vocational,60,1010
37.5,35-39,Female,Europ,OthPostSec,15,140
42.5,40-44,Female,Europ,NoQual,35,210
37.5,35-39,Female,Europ,School,7,350
27.5,25-29,Male,Europ,Vocational,34,920
27.5,25-29,Male,Europ,BachDeg+,45,1620
37.5,35-39,Female,Europ,School,12,460
62.5,60-64,Female,Europ,NoQual,46,770
47.5,45-49,Female,Europ,Vocational,50,730
32.5,30-34,Male,Europ,School,45,630
47.5,45-49,Female,Europ,BachDeg+,50,1050
47.5,45-49,Female,Europ,School,27,350
52.5,50-54,Female,Europ,Vocational,4,400
47.5,45-49,Female,Europ,School,19,280
37.5,35-39,Male,Europ,BachDeg+,50,890
32.5,30-34,Female,Other,BachDeg+,30,400
52.5,50-54,Male,Europ,Vocational,23,640
32.5,30-34,Male,Europ,BachDeg+,44,1790
42.5,40-44,Male,Europ,Vocational,42,1320
27.5,25-29,Male,Europ,OthPostSec,46,520
27.5,25-29,Male,Europ,BachDeg+,40,380
32.5,30-34,Male,Europ,Vocational,40,590
47.5,45-49,Female,Maori,School,43,650
32.5,30-34,Female,Maori,BachDeg+,30,410
42.5,40-44,Female,Europ,BachDeg+,40,660
37.5,35-39,Female,Europ,Vocational,54,1170
32.5,30-34,Female,Pacific,School,68,970
32.5,30-34,Male,Maori,NoQual,54,980
37.5,35-39,Female,Europ,Vocational,40,900
57.5,55-59,Female,Europ,NoQual,20,190
32.5,30-34,Female,Europ,Vocational,20,320
57.5,55-59,Male,Europ,School,45,1410
42.5,40-44,Male,Europ,OthPostSec,32,640
32.5,30-34,Male,Europ,Vocational,43,520
32.5,30-34,Male,Europ,Vocational,45,580
27.5,25-29,Male,Europ,Vocational,40,800
32.5,30-34,Male,Europ,School,60,5150
62.5,60-64,Female,Maori,NoQual,39,940
42.5,40-44,Female,Europ,BachDeg+,43,1090
37.5,35-39,Female,Europ,Vocational,38,1020
42.5,40-44,Male,Europ,School,32,1320
37.5,35-39,Female,Europ,Vocational,20,150
57.5,55-59,Female,Europ,School,40,640
42.5,40-44,Male,Maori,Vocational,48,530
32.5,30-34,Male,Europ,School,60,1600
32.5,30-34,Male,Europ,School,45,650
57.5,55-59,Male,Europ,NoQual,47,890
37.5,35-39,Female,Europ,Vocational,15,360
57.5,55-59,Female,Europ,NoQual,12,350
32.5,30-34,Male,Europ,School,40,600
57.5,55-59,Male,Europ,BachDeg+,45,680
27.5,25-29,Male,Europ,Vocational,45,1000
57.5,55-59,Male,Europ,Vocational,45,1750
52.5,50-54,Female,Europ,Vocational,38,730
37.5,35-39,Male,Pacific,School,40,590
57.5,55-59,Female,Europ,Vocational,53,870
52.5,50-54,Male,Europ,BachDeg+,47,1410
27.5,25-29,Male,Europ,Vocational,26,600
37.5,35-39,Male,Europ,Vocational,43,720
62.5,60-64,Male,Europ,OthPostSec,24,680
27.5,25-29,Male,Europ,OthPostSec,62,880
52.5,50-54,Female,Europ,Vocational,25,270
47.5,45-49,Female,Europ,BachDeg+,50,1380
37.5,35-39,Female,Pacific,NoQual,40,370
37.5,35-39,Female,Europ,Vocational,40,510
27.5,25-29,Male,Europ,Vocational,45,1270
52.5,50-54,Male,Europ,Vocational,25,750
37.5,35-39,Male,Maori,NoQual,52,680
57.5,55-59,Male,Europ,OthPostSec,32,1330
32.5,30-34,Male,Europ,School,33,1140
37.5,35-39,Male,Europ,BachDeg+,14,1860
37.5,35-39,Female,Europ,NoQual,18,540
47.5,45-49,Male,Europ,OthPostSec,32,520
32.5,30-34,Female,Europ,BachDeg+,28,470
27.5,25-29,Female,Europ,NoQual,9,570
37.5,35-39,Female,Europ,Vocational,2,450
32.5,30-34,Female,Europ,NoQual,21,330
47.5,45-49,Female,Europ,Vocational,32,400
52.5,50-54,Female,Europ,Vocational,50,970
42.5,40-44,Female,Europ,School,40,560
32.5,30-34,Male,Europ,OthPostSec,40,930
57.5,55-59,Female,Europ,Vocational,38,430
47.5,45-49,Female,Pacific,NoQual,42,420
27.5,25-29,Male,Pacific,NoQual,41,410
52.5,50-54,Female,Other,Vocational,50,510
52.5,50-54,Male,Europ,NoQual,8,60
27.5,25-29,Male,Europ,School,77,320
37.5,35-39,Female,MaoriCombin,School,13,320
62.5,60-64,Female,Maori,NoQual,40,220
27.5,25-29,Male,Europ,Vocational,40,560
42.5,40-44,Female,Europ,BachDeg+,11,120
52.5,50-54,Female,Europ,Vocational,30,410
37.5,35-39,Female,Maori,Vocational,16,400
42.5,40-44,Female,Europ,School,18,190
27.5,25-29,Male,Europ,BachDeg+,32,850
47.5,45-49,Female,Other,OthPostSec,52,860
32.5,30-34,Female,Europ,Vocational,40,850
32.5,30-34,Female,Europ,School,19,260
52.5,50-54,Male,Europ,School,55,950
37.5,35-39,Female,Europ,School,41,450
32.5,30-34,Female,Europ,BachDeg+,30,300
62.5,60-64,Male,Europ,NoQual,39,1250
