random_ID,Ch_gender,Deprivation,M_age,M_work,F_age,F_work,No_bedrooms,M_years_current_addr,M_owns_residence,M_education,M_work_hours,M_smoke,F_years_current_addr,F_owns_residence,F_education,F_work_hours,F_smoke,Cellphone,Landline,Internet,Hhld_income_cat,Hhld_income_value,No_usual_resdnt,Parents,Ch_Ethnicity,M_Ethnicity,F_Ethnicity,M_benefit,F_benefit
6171,female,10,32,not in LF,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,4,mother,Maori,Maori,NA,benefit,benefit
6172,male,10,33,not in LF,NA,NA,2,5,NA,level_2_3,0,NA,NA,NA,NA,0,NA,cellphone,landline,none,6,17500,4,mother,Pacific,Pacific,NA,benefit,benefit
6173,male,5,28,not in LF,35,full_time,3,2,not_owned,level_2_3,0,never,2,not_owned,diploma,40,never,cellphone,landline,internet,9,32500,4,two,Asian,Asian,Asian,benefit,benefit
6174,female,1,37,part_time,39,full_time,3,4,owns,degree,22,never,5,owns,level_2_3,40,never,cellphone,landline,internet,13,85000,4,two,Maori,NZEuropean,Maori,benefit,benefit
6175,female,3,23,not in LF,29,full_time,3,0,not_owned,diploma,0,ex_smoker,0,not_owned,level_2_3,48,smoker,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,Other,benefit,benefit
6176,female,2,31,not in LF,31,full_time,3,2,not_owned,degree,0,never,3,not_owned,degree,50,never,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6177,female,1,32,unemployed,35,full_time,4,5,owns,diploma,0,never,5,owns,diploma,9,never,cellphone,landline,internet,13,85000,6,two,Asian,Asian,Asian,benefit,benefit
6178,female,6,31,part_time,34,full_time,4,0,not_owned,level_2_3,0,ex_smoker,0,not_owned,level_2_3,40,never,cellphone,landline,internet,NA,NA,6,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6179,female,6,29,part_time,34,full_time,3,2,not_owned,diploma,0,never,4,not_owned,level_1,45,never,cellphone,landline,internet,14,100000,8,two,Asian,Asian,Asian,benefit,benefit
6180,female,8,22,unemployed,32,full_time,2,0,not_owned,level_2_3,0,never,0,not_owned,NA,40,NA,cellphone,landline,internet,9,32500,4,two,Maori,Maori,Maori,benefit,benefit
6181,female,4,32,part_time,33,full_time,2,1,not_owned,level_2_3,15,never,2,NA,level_2_3,40,smoker,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6182,female,6,21,not in LF,NA,NA,4,21,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,8,mother,Maori,Maori,NA,benefit,benefit
6183,male,3,34,not in LF,31,full_time,3,0,owns,level_2_3,0,ex_smoker,1,owns,level_4,60,smoker,cellphone,landline,internet,12,60000,4,two,Maori,NZEuropean,Maori,benefit,benefit
6184,female,8,18,not in LF,NA,NA,2,3,NA,none,0,NA,NA,NA,NA,0,NA,none,landline,none,NA,NA,2,mother,Maori,NZEuropean,NA,benefit,benefit
6185,male,3,28,not in LF,35,full_time,3,3,owns,diploma,0,never,3,owns,level_4,45,never,cellphone,landline,internet,NA,NA,5,two,Maori,NZEuropean,Maori,benefit,benefit
6186,female,1,28,part_time,31,full_time,4,4,owns,diploma,4,never,4,owns,level_2_3,50,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6187,male,6,NA,NA,22,full_time,3,NA,NA,NA,0,NA,0,not_owned,NA,50,never,none,none,none,10,37500,3,father,Maori,NA,Maori,benefit,benefit
6188,female,9,NA,NA,64,not in LF,3,NA,NA,NA,0,NA,17,NA,NA,0,smoker,cellphone,landline,none,7,22500,5,father,Pacific,NA,Pacific,benefit,benefit
6189,female,4,36,full_time,30,full_time,3,6,owns,level_2_3,35,never,4,owns,diploma,42,never,cellphone,landline,none,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6190,female,5,22,part_time,NA,NA,3,1,not_owned,NA,10,never,NA,NA,NA,0,NA,cellphone,landline,internet,3,2500,2,mother,Maori,NZEuropean,NA,benefit,benefit
6191,female,8,28,not in LF,37,full_time,3,0,not_owned,level_2_3,0,smoker,0,not_owned,NA,56,smoker,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6192,female,1,31,not in LF,25,full_time,4,1,owns,level_2_3,0,never,1,owns,level_2_3,45,never,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6193,female,6,34,not in LF,34,full_time,4,0,not_owned,level_4,0,never,0,not_owned,level_2_3,30,ex_smoker,cellphone,landline,internet,12,60000,4,two,Maori,NZEuropean,Maori,benefit,benefit
6194,female,8,23,part_time,26,full_time,4,0,not_owned,none,2,ex_smoker,0,not_owned,level_4,40,never,cellphone,landline,internet,13,85000,3,two,Maori,Maori,NZEuropean,benefit,benefit
6195,male,6,27,full_time,32,full_time,2,6,not_owned,none,NA,never,0,not_owned,level_4,50,never,cellphone,landline,internet,12,60000,3,two,Maori,Maori,Maori,benefit,benefit
6196,male,10,24,not in LF,NA,NA,2,0,not_owned,level_4,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,7,22500,3,mother,Maori,Maori,NA,benefit,benefit
6197,female,8,29,part_time,39,full_time,3,2,NA,level_2_3,15,ex_smoker,2,not_owned,level_4,60,ex_smoker,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6198,female,7,20,not in LF,22,full_time,3,2,owns,level_2_3,0,never,2,owns,diploma,62,never,cellphone,landline,none,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6199,female,10,24,not in LF,NA,NA,3,0,not_owned,diploma,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,11,45000,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6200,male,6,28,not in LF,NA,NA,5,2,not_owned,level_2_3,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6201,male,8,NA,NA,29,full_time,4,NA,NA,NA,0,NA,0,NA,NA,40,NA,cellphone,landline,internet,NA,NA,9,father,NA,NA,NA,benefit,benefit
6202,female,7,35,not in LF,32,full_time,2,1,not_owned,degree,0,ex_smoker,0,not_owned,level_2_3,40,never,none,landline,internet,13,85000,3,two,Maori,Maori,Maori,benefit,benefit
6203,male,8,23,full_time,21,full_time,2,0,not_owned,level_1,40,never,0,not_owned,level_1,45,never,cellphone,landline,none,11,45000,3,two,Maori,Maori,Pacific,benefit,benefit
6204,male,6,26,not in LF,NA,NA,2,0,not_owned,NA,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,7,22500,10,mother,Maori,Maori,NA,benefit,benefit
6205,female,6,33,not in LF,34,NA,5,10,owns,level_2_3,0,never,NA,NA,NA,40,never,none,landline,none,11,45000,7,two,NZEuropean,NZEuropean,NA,benefit,benefit
6206,male,1,33,not in LF,33,full_time,4,3,owns,degree,0,ex_smoker,2,owns,diploma,50,ex_smoker,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6207,male,8,31,not in LF,NA,NA,4,3,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,7,mother,Maori,Maori,NA,benefit,benefit
6208,female,3,35,not in LF,35,NA,3,4,not_owned,level_4,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NA,benefit,benefit
6209,male,4,28,full_time,NA,NA,2,0,not_owned,level_2_3,40,smoker,NA,NA,NA,0,NA,cellphone,landline,none,8,27500,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6210,male,4,19,not in LF,24,full_time,3,0,not_owned,level_2_3,0,never,0,not_owned,level_1,40,NA,cellphone,none,none,11,45000,3,two,Maori,NZEuropean,Maori,benefit,benefit
6211,female,3,31,full_time,33,full_time,3,4,owns,level_1,40,ex_smoker,3,owns,level_2_3,65,never,none,landline,internet,11,45000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6212,female,6,33,part_time,33,full_time,3,3,owns,degree,26,never,3,owns,degree,38,ex_smoker,cellphone,landline,internet,14,100000,4,two,Maori,Maori,NZEuropean,benefit,benefit
6213,male,7,31,not in LF,31,full_time,3,1,owns,degree,0,never,1,owns,degree,60,never,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6214,male,9,22,not in LF,23,full_time,3,2,NA,none,0,never,3,NA,none,70,never,cellphone,landline,none,NA,NA,5,two,Asian,Asian,NA,benefit,benefit
6215,female,6,30,part_time,33,full_time,3,2,owns,level_1,NA,smoker,2,NA,level_4,45,ex_smoker,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6216,female,1,32,part_time,31,full_time,4,4,owns,level_4,10,never,4,owns,level_2_3,50,never,cellphone,landline,internet,12,60000,3,two,Other,Other,Other,benefit,benefit
6217,male,6,38,full_time,36,full_time,3,0,not_owned,degree,NA,never,0,not_owned,degree,36,ex_smoker,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6218,male,4,26,part_time,NA,NA,4,0,not_owned,level_1,10,ex_smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,3,mother,Maori,Maori,NA,benefit,benefit
6219,male,7,31,not in LF,29,full_time,6,8,not_owned,level_2_3,NA,never,25,NA,level_2_3,40,never,cellphone,landline,none,14,100000,8,two,Pacific,Pacific,Pacific,benefit,benefit
6220,male,9,39,not in LF,33,full_time,3,5,owns,level_2_3,0,never,NA,not_owned,diploma,40,never,cellphone,landline,internet,NA,NA,5,two,Asian,Asian,NZEuropean,benefit,benefit
6221,female,9,22,not in LF,NA,NA,1,NA,not_owned,NA,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,6,17500,3,mother,Maori,Maori,NA,benefit,benefit
6222,male,4,25,not in LF,25,full_time,3,5,not_owned,level_1,15,ex_smoker,2,not_owned,none,45,smoker,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,Other,benefit,benefit
6223,male,10,43,unemployed,NA,NA,4,7,owns,level_2_3,0,never,NA,NA,NA,0,NA,cellphone,landline,none,12,60000,14,mother,Pacific,Pacific,NA,benefit,benefit
6224,female,8,20,full_time,25,part_time,3,19,not_owned,level_2_3,20,ex_smoker,3,not_owned,NA,40,smoker,cellphone,landline,internet,NA,NA,8,two,Pacific,Pacific,Pacific,benefit,benefit
6225,female,9,28,not in LF,NA,NA,4,1,not_owned,NA,0,never,NA,NA,NA,0,NA,cellphone,landline,none,6,17500,2,mother,Maori,Maori,NA,benefit,benefit
6226,male,4,33,not in LF,33,full_time,2,2,owns,level_4,0,ex_smoker,2,not_owned,diploma,44,never,none,landline,internet,10,37500,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6227,male,3,30,not in LF,29,not in LF,3,6,not_owned,diploma,0,never,0,not_owned,level_2_3,0,never,cellphone,landline,internet,NA,NA,9,two,Asian,Asian,Asian,benefit,benefit
6228,male,5,35,part_time,35,full_time,3,3,not_owned,level_4,25,ex_smoker,1,not_owned,diploma,50,NA,cellphone,landline,internet,NA,NA,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6229,male,2,37,part_time,38,full_time,3,3,owns,diploma,10,ex_smoker,3,owns,diploma,40,never,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6230,female,5,37,full_time,38,full_time,3,3,owns,post_grad,30,never,2,owns,level_2_3,50,never,cellphone,landline,none,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6231,male,5,30,full_time,29,full_time,3,0,not_owned,post_grad,NA,never,4,owns,degree,42,never,cellphone,landline,none,13,85000,4,two,Asian,Asian,Asian,benefit,benefit
6232,female,4,35,unemployed,35,part_time,3,2,owns,level_2_3,0,never,2,owns,level_2_3,0,ex_smoker,none,landline,internet,NA,NA,6,two,Asian,Asian,Asian,benefit,benefit
6233,male,4,40,NA,48,full_time,3,NA,NA,level_2_3,0,NA,10,owns,degree,37,never,none,landline,internet,12,60000,4,two,NA,NA,NZEuropean,benefit,benefit
6234,female,4,32,full_time,34,full_time,4,5,owns,level_2_3,30,never,8,owns,level_4,50,never,none,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6235,male,7,27,not in LF,28,full_time,3,0,owns,diploma,0,NA,0,owns,NA,40,never,cellphone,landline,internet,11,45000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6236,female,4,26,not in LF,28,full_time,5,7,not_owned,level_2_3,0,smoker,20,not_owned,none,40,never,cellphone,none,none,NA,NA,10,two,Maori,Maori,Maori,benefit,benefit
6237,male,1,34,not in LF,38,full_time,5,2,owns,level_1,0,never,2,owns,degree,42,never,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6238,male,10,31,not in LF,NA,NA,4,6,not_owned,level_2_3,0,never,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,11,mother,Pacific,Pacific,NA,benefit,benefit
6239,male,10,18,not in LF,NA,NA,2,18,not_owned,none,0,smoker,NA,NA,NA,0,NA,none,landline,none,NA,NA,3,mother,Maori,Maori,NA,benefit,benefit
6240,male,9,27,not in LF,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,5,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6241,male,10,NA,NA,42,not in LF,2,NA,NA,NA,0,NA,NA,not_owned,NA,0,ex_smoker,none,none,none,6,17500,5,father,Maori,NA,Maori,benefit,benefit
6242,female,4,29,part_time,31,full_time,4,3,owns,level_2_3,0,smoker,1,owns,level_1,40,smoker,cellphone,landline,internet,14,100000,3,two,Other,NZEuropean,Other,benefit,benefit
6243,male,9,39,not in LF,NA,NA,3,3,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,3,2500,2,mother,Pacific,NZEuropean,NA,benefit,benefit
6244,female,10,41,not in LF,51,not in LF,2,1,not_owned,none,0,ex_smoker,1,not_owned,none,10,smoker,cellphone,none,none,5,12500,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6245,female,1,29,not in LF,33,full_time,3,4,owns,level_2_3,0,never,6,owns,level_4,45,smoker,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6246,male,3,32,not in LF,36,full_time,2,0,not_owned,degree,0,never,1,not_owned,degree,50,NA,none,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6247,female,4,38,NA,NA,NA,5,15,owns,NA,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,4,mother,Other,Other,NA,benefit,benefit
6248,female,5,37,not in LF,32,full_time,2,0,not_owned,NA,0,smoker,0,not_owned,level_2_3,NA,smoker,cellphone,landline,none,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6249,female,1,43,part_time,44,not in LF,4,2,owns,degree,30,never,0,NA,level_4,0,NA,cellphone,landline,internet,NA,NA,5,two,NZEuropean,NZEuropean,NA,benefit,benefit
6250,female,9,19,not in LF,21,full_time,3,2,not_owned,level_2_3,0,smoker,1,not_owned,none,40,smoker,cellphone,landline,none,9,32500,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6251,female,3,23,not in LF,28,full_time,3,0,owns,level_4,0,never,2,owns,degree,44,never,cellphone,landline,internet,10,37500,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6252,male,4,34,not in LF,32,full_time,4,1,owns,diploma,0,ex_smoker,1,owns,diploma,46,ex_smoker,cellphone,landline,internet,13,85000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6253,female,9,32,not in LF,32,NA,2,NA,NA,NA,0,smoker,5,NA,level_4,40,smoker,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6254,female,4,31,not in LF,29,full_time,4,0,owns,diploma,0,never,1,owns,level_4,NA,smoker,cellphone,landline,none,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6255,male,3,31,not in LF,25,full_time,3,1,owns,diploma,0,never,NA,owns,NA,NA,NA,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NA,benefit,benefit
6256,male,1,32,not in LF,36,full_time,4,0,owns,level_2_3,0,never,0,owns,degree,54,never,cellphone,landline,internet,13,85000,5,two,NZEuropean,NZEuropean,Other,benefit,benefit
6257,male,4,32,not in LF,27,full_time,4,0,not_owned,none,0,ex_smoker,0,not_owned,level_1,50,smoker,cellphone,landline,internet,11,45000,3,two,Maori,NZEuropean,NZEuropean,benefit,benefit
6258,male,6,32,not in LF,32,full_time,3,1,owns,degree,0,never,1,owns,post_grad,40,never,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6259,male,7,24,not in LF,28,full_time,3,2,owns,level_2_3,0,ex_smoker,4,owns,level_2_3,30,never,none,landline,none,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6260,female,10,29,not in LF,NA,NA,3,5,not_owned,level_1,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,5,12500,5,mother,Maori,Maori,NA,benefit,benefit
6261,male,7,33,full_time,46,full_time,3,1,owns,level_2_3,45,NA,1,owns,none,40,never,cellphone,landline,internet,13,85000,3,two,Maori,NZEuropean,Maori,benefit,benefit
6262,male,10,21,not in LF,NA,NA,4,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,4,mother,Maori,NZEuropean,NA,benefit,benefit
6263,female,10,35,part_time,38,full_time,3,0,not_owned,level_2_3,38,smoker,6,NA,level_2_3,40,NA,none,none,none,NA,NA,5,two,Pacific,Pacific,Pacific,benefit,benefit
6264,male,7,25,not in LF,20,full_time,3,0,not_owned,level_2_3,0,ex_smoker,1,not_owned,degree,48,never,cellphone,landline,none,13,85000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6265,female,9,37,not in LF,38,full_time,4,4,owns,degree,0,NA,1,not_owned,degree,40,ex_smoker,cellphone,landline,internet,NA,NA,5,two,Other,NZEuropean,Other,benefit,benefit
6266,female,8,34,full_time,37,full_time,3,1,not_owned,diploma,40,never,3,not_owned,post_grad,45,ex_smoker,cellphone,landline,internet,12,60000,4,two,Asian,Asian,Asian,benefit,benefit
6267,male,3,37,part_time,39,full_time,4,4,owns,degree,5,ex_smoker,2,owns,level_1,47,never,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6268,female,8,27,not in LF,NA,NA,3,10,not_owned,level_2_3,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,14,100000,5,mother,Maori,Maori,NA,benefit,benefit
6269,female,9,48,full_time,42,full_time,2,3,not_owned,level_1,38,smoker,9,not_owned,level_2_3,38,smoker,cellphone,landline,internet,13,85000,5,two,Pacific,Pacific,Pacific,benefit,benefit
6270,male,8,41,full_time,35,full_time,3,3,not_owned,level_2_3,46,never,3,not_owned,level_4,NA,smoker,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6271,female,5,29,not in LF,33,full_time,3,0,owns,degree,0,smoker,0,owns,level_2_3,NA,ex_smoker,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6272,female,3,36,NA,31,full_time,3,4,NA,NA,0,never,2,owns,degree,43,never,cellphone,landline,internet,NA,NA,4,two,Other,NZEuropean,Other,benefit,benefit
6273,male,5,27,not in LF,30,full_time,3,1,not_owned,degree,0,never,1,not_owned,level_2_3,60,never,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,Other,benefit,benefit
6274,male,3,30,not in LF,33,NA,3,1,NA,NA,0,never,NA,NA,NA,0,ex_smoker,cellphone,landline,internet,NA,NA,4,two,Asian,Asian,NA,benefit,benefit
6275,female,4,26,not in LF,35,full_time,3,2,not_owned,level_1,0,ex_smoker,2,not_owned,none,50,NA,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6276,female,10,19,not in LF,NA,NA,4,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,5,mother,Maori,Maori,NA,benefit,benefit
6277,female,9,21,not in LF,NA,NA,1,NA,not_owned,none,0,never,NA,NA,NA,0,NA,cellphone,none,none,8,27500,3,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6278,male,4,30,part_time,39,full_time,3,2,owns,diploma,20,ex_smoker,2,owns,degree,60,never,cellphone,landline,internet,12,60000,3,two,MELAA,NZEuropean,MELAA,benefit,benefit
6279,female,9,31,NA,35,full_time,2,6,owns,NA,0,ex_smoker,6,owns,diploma,35,NA,cellphone,landline,internet,13,85000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6280,male,10,17,unemployed,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,none,none,none,NA,NA,3,mother,Maori,Maori,NA,benefit,benefit
6281,male,2,34,not in LF,38,full_time,4,2,owns,degree,0,never,2,owns,degree,50,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6282,male,8,23,not in LF,28,full_time,2,0,not_owned,degree,0,never,2,not_owned,diploma,30,ex_smoker,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6283,male,5,32,not in LF,37,full_time,4,4,owns,diploma,0,ex_smoker,2,owns,level_1,45,ex_smoker,none,none,none,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6284,male,9,35,not in LF,39,not in LF,2,2,not_owned,none,0,never,0,not_owned,level_2_3,0,never,none,landline,none,6,17500,3,two,MELAA,MELAA,MELAA,benefit,benefit
6285,female,9,37,not in LF,26,full_time,2,0,not_owned,level_2_3,0,smoker,0,not_owned,none,60,smoker,cellphone,none,none,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6286,male,6,24,not in LF,27,full_time,2,0,not_owned,level_1,0,never,1,not_owned,NA,40,never,cellphone,landline,none,NA,NA,4,two,Maori,NZEuropean,Maori,benefit,benefit
6287,female,6,33,full_time,33,full_time,4,3,not_owned,none,50,never,3,not_owned,level_1,60,never,cellphone,landline,internet,12,60000,6,two,Maori,Maori,Pacific,benefit,benefit
6288,female,6,30,full_time,35,full_time,2,1,not_owned,degree,36,never,3,not_owned,diploma,40,never,cellphone,landline,internet,12,60000,4,two,Asian,Asian,Asian,benefit,benefit
6289,male,7,26,not in LF,41,full_time,3,3,not_owned,level_2_3,5,never,3,not_owned,level_2_3,40,smoker,cellphone,landline,internet,7,22500,4,two,Asian,Asian,Asian,benefit,benefit
6290,male,5,21,part_time,25,full_time,3,3,not_owned,diploma,28,smoker,3,not_owned,level_4,60,ex_smoker,cellphone,landline,none,10,37500,4,two,Maori,Maori,NZEuropean,benefit,benefit
6291,female,5,36,not in LF,46,full_time,4,1,owns,none,0,never,1,owns,level_4,120,smoker,cellphone,landline,internet,NA,NA,5,two,Other,Other,Other,benefit,benefit
6292,male,8,32,not in LF,33,NA,3,0,owns,degree,0,never,NA,owns,degree,0,NA,none,landline,internet,13,85000,3,two,Maori,Maori,NA,benefit,benefit
6293,female,4,31,part_time,36,NA,3,1,owns,post_grad,16,never,1,NA,level_2_3,0,NA,cellphone,landline,internet,14,100000,4,two,Other,Other,NA,benefit,benefit
6294,male,5,34,full_time,27,full_time,4,1,not_owned,diploma,32,never,0,owns,level_2_3,NA,ex_smoker,cellphone,landline,internet,13,85000,4,two,Maori,Maori,Pacific,benefit,benefit
6295,female,1,35,full_time,37,full_time,4,4,owns,level_2_3,10,never,6,owns,diploma,60,never,cellphone,landline,internet,14,100000,3,two,Maori,Maori,Maori,benefit,benefit
6296,female,3,36,not in LF,35,full_time,4,3,owns,level_1,0,never,4,owns,degree,44,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6297,male,9,21,not in LF,NA,NA,4,0,owns,level_1,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,none,11,45000,3,mother,Maori,NZEuropean,NA,benefit,benefit
6298,female,7,36,full_time,37,full_time,4,3,not_owned,degree,42,ex_smoker,3,not_owned,level_2_3,40,never,cellphone,landline,none,11,45000,5,two,Pacific,Pacific,Pacific,benefit,benefit
6299,male,7,28,part_time,33,full_time,3,1,owns,level_2_3,37,never,2,owns,diploma,NA,never,cellphone,landline,internet,13,85000,3,two,Other,NZEuropean,NZEuropean,benefit,benefit
6300,male,8,40,part_time,32,full_time,2,3,not_owned,NA,0,never,3,not_owned,none,45,never,none,landline,internet,7,22500,4,two,Asian,Asian,NZEuropean,benefit,benefit
6301,female,4,33,part_time,30,full_time,4,1,owns,post_grad,12,ex_smoker,1,owns,degree,50,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6302,female,5,32,not in LF,33,NA,4,6,owns,level_2_3,4,NA,NA,not_owned,NA,0,NA,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NA,NA,benefit,benefit
6303,female,6,33,part_time,32,NA,3,3,owns,level_2_3,10,never,3,NA,NA,0,never,cellphone,landline,internet,9,32500,4,two,NZEuropean,NZEuropean,NA,benefit,benefit
6304,male,6,24,not in LF,NA,NA,4,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,14,100000,3,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6305,female,7,29,NA,34,NA,3,3,owns,NA,0,never,3,owns,NA,0,ex_smoker,cellphone,landline,internet,NA,NA,3,two,NZEuropean,NZEuropean,NA,benefit,benefit
6306,male,9,33,not in LF,34,NA,3,1,not_owned,level_4,0,never,4,NA,level_2_3,4,NA,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6307,female,2,35,part_time,38,full_time,3,5,owns,degree,20,never,5,owns,degree,60,never,cellphone,landline,internet,14,100000,7,two,Maori,Maori,Maori,benefit,benefit
6308,female,9,22,not in LF,24,full_time,4,1,not_owned,level_2_3,0,never,1,NA,level_2_3,NA,never,cellphone,landline,internet,NA,NA,8,two,Maori,Maori,NA,benefit,benefit
6309,female,8,24,not in LF,NA,NA,3,0,not_owned,NA,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,2,0,4,mother,Maori,NZEuropean,NA,benefit,benefit
6310,female,7,28,part_time,34,full_time,3,1,owns,level_2_3,42,never,2,owns,level_2_3,40,smoker,cellphone,landline,internet,11,45000,3,two,Maori,NZEuropean,Maori,benefit,benefit
6311,female,5,32,not in LF,33,full_time,3,4,owns,diploma,0,ex_smoker,4,owns,none,43,ex_smoker,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6312,male,9,33,not in LF,36,full_time,2,2,not_owned,level_2_3,0,never,2,not_owned,level_2_3,43,NA,cellphone,landline,internet,12,60000,4,two,Other,Other,Other,benefit,benefit
6313,female,3,29,not in LF,41,full_time,3,2,not_owned,level_2_3,0,never,1,not_owned,level_2_3,45,never,cellphone,landline,none,13,85000,4,two,Other,Other,Other,benefit,benefit
