ethnicity,region,sex,agegrp,qualification,occupation,hours,income
Maori,Auckland,male,15,none,none,0,0
Maori,Manawatu,male,60,vocational,none,0,357
Maori,Northland,male,20,none,none,0,0
Maori,BoP,female,55,none,none,0,377
Maori,Manawatu,female,65,vocational,none,0,0
Maori,Auckland,male,20,vocational,none,0,3
Maori,Taranaki,male,65,vocational,none,0,101
Maori,Wellington,male,25,vocational,none,0,467
Maori,Gisborne,female,65,none,none,0,4622
Maori,Auckland,female,15,none,none,0,0
Maori,Manawatu,female,20,vocational,none,0,331
Maori,Northland,male,15,school,none,0,200
Maori,Waikato,female,20,school,none,0,1032
Maori,Auckland,male,65,none,none,0,135
Maori,Manawatu,male,15,none,none,0,333
Maori,Wellington,female,60,vocational,none,0,-74
Maori,Auckland,female,15,school,none,0,0
Maori,Nelson,female,25,none,none,0,191
Maori,Manawatu,female,35,none,none,0,349
Maori,Gisborne,male,65,vocational,none,0,275
Maori,Auckland,female,45,none,none,0,495
Maori,Otago,female,65,vocational,none,0,105
Maori,Gisborne,female,25,none,none,0,458
Maori,Auckland,female,25,vocational,none,0,0
Maori,Manawatu,female,55,none,none,0,0
Maori,Northland,female,30,school,none,0,524
Maori,Auckland,female,20,school,none,0,258
Maori,BoP,male,15,vocational,none,0,0
Maori,Waikato,female,45,school,none,0,242
Maori,Wellington,female,20,degree,none,0,352
Maori,Waikato,female,50,vocational,none,0,605
Maori,Auckland,female,45,vocational,none,0,307
Maori,Auckland,male,50,other,none,0,251
Maori,Northland,female,40,none,none,0,886
Maori,Wellington,female,35,none,none,0,364
Maori,Gisborne,male,15,school,none,0,0
Maori,Gisborne,female,20,vocational,none,0,5
Maori,Christchurch,male,25,none,none,0,277
Maori,Northland,female,15,school,none,0,253
Maori,Auckland,male,15,school,none,0,0
Maori,BoP,female,30,vocational,none,0,0
Maori,Wellington,female,20,none,none,0,2025
Maori,BoP,male,65,vocational,none,0,185
Maori,Northland,female,30,school,none,0,0
Maori,BoP,female,25,degree,none,0,400
Maori,Northland,female,45,none,none,0,264
Maori,Taranaki,female,30,vocational,none,0,343
Maori,Wellington,female,35,vocational,none,0,271
Maori,Waikato,male,55,none,none,0,0
Maori,Manawatu,female,15,none,none,0,0
Maori,Gisborne,female,45,vocational,none,0,389
Maori,Waikato,male,45,degree,none,0,480
Maori,Waikato,male,15,vocational,none,0,0
Maori,BoP,female,40,school,none,0,246
Maori,Wellington,female,45,vocational,none,0,201
Maori,Nelson,female,30,school,none,0,330
Maori,Nelson,female,65,none,none,0,398
Maori,Waikato,male,15,none,none,0,0
Maori,Waikato,female,15,school,none,0,0
Maori,Gisborne,male,20,none,none,0,332
Maori,Southland,male,35,vocational,none,0,153
Maori,Gisborne,male,65,none,none,0,435
Maori,Wellington,female,15,school,none,0,0
Maori,Waikato,male,30,vocational,none,0,-127
Maori,Northland,female,15,none,none,0,0
Maori,Wellington,male,15,none,none,0,0
Maori,Nelson,female,15,school,none,0,0
Maori,BoP,female,15,school,none,0,0
Maori,Christchurch,male,15,school,none,0,0
Maori,BoP,male,40,school,none,0,0
Maori,Auckland,male,50,none,none,0,168
Maori,Wellington,female,15,none,none,0,0
Maori,Gisborne,female,45,vocational,none,0,444
Maori,Gisborne,female,65,none,none,0,374
Maori,Auckland,female,50,none,none,0,407
Maori,BoP,female,55,school,none,0,11
Maori,Northland,male,40,vocational,none,0,202
Maori,Northland,female,35,none,none,0,324
Maori,BoP,female,50,none,none,0,0
Maori,BoP,male,40,other,none,0,387
Maori,Manawatu,female,45,none,none,0,238
Maori,Auckland,female,45,none,none,0,142
Maori,BoP,female,15,school,none,0,0
Maori,BoP,female,65,none,none,0,351
Maori,Waikato,female,65,none,none,0,225
Maori,Gisborne,male,20,none,none,0,393
Maori,Gisborne,female,35,vocational,none,0,117
Maori,Auckland,female,45,school,none,0,197
Maori,Otago,female,45,school,none,0,160
Maori,Auckland,female,15,none,none,0,0
Maori,Nelson,female,15,none,none,0,0
Maori,Auckland,male,45,school,none,0,270
Maori,Wellington,female,25,vocational,none,0,206
Maori,Northland,female,15,none,none,0,739
Maori,Northland,female,15,school,none,0,279
Maori,Waikato,female,40,vocational,none,0,256
Maori,BoP,male,15,school,none,0,0
Maori,Manawatu,male,35,vocational,none,0,345
Maori,Auckland,female,20,school,none,0,0
Maori,BoP,female,30,none,none,0,230
Maori,Northland,male,15,none,none,0,0
Maori,Otago,female,45,vocational,none,0,12
Maori,Waikato,male,15,none,none,0,157
Maori,Auckland,female,50,none,none,0,181
Maori,Manawatu,female,65,school,none,0,535
Maori,Christchurch,female,35,degree,none,0,211
Maori,Waikato,male,25,school,none,0,360
Maori,Auckland,female,50,vocational,none,0,373
Maori,Southland,female,35,other,none,0,354
Maori,Christchurch,male,15,none,none,0,0
Maori,Manawatu,male,20,vocational,none,0,297
Maori,Taranaki,male,40,other,none,0,628
Maori,BoP,female,65,none,none,0,276
Maori,BoP,male,20,none,none,0,477
Maori,Wellington,female,35,vocational,none,0,420
Maori,Waikato,female,35,vocational,none,0,473
Maori,Wellington,male,65,school,none,0,625
Maori,Waikato,female,15,school,none,0,0
Maori,BoP,male,55,vocational,none,0,258
Maori,Waikato,female,65,vocational,none,0,0
Maori,Gisborne,male,65,none,none,0,0
Maori,Manawatu,male,15,none,none,0,332
Maori,Gisborne,female,15,school,none,0,0
Maori,Manawatu,female,40,vocational,none,0,215
Maori,Auckland,female,15,school,none,0,0
Maori,Auckland,male,60,vocational,none,0,0
Maori,Auckland,male,15,none,none,0,0
Maori,Waikato,male,40,vocational,none,0,681
Maori,Waikato,female,40,none,none,0,216
Maori,Otago,male,35,vocational,none,0,165
Maori,Gisborne,male,25,vocational,none,0,331
Maori,Christchurch,female,45,vocational,none,0,181
Maori,Christchurch,female,30,school,none,0,445
Maori,Gisborne,male,15,school,none,0,458
Maori,Gisborne,male,45,none,none,0,99
Maori,Manawatu,male,15,vocational,none,0,0
Maori,Waikato,male,25,vocational,none,0,353
Maori,Manawatu,female,15,none,none,0,0
Maori,Otago,female,50,other,none,0,370
Maori,Auckland,female,20,none,none,0,292
Maori,BoP,male,35,vocational,none,0,-211
Maori,Auckland,female,55,none,none,0,62
Maori,Wellington,male,20,none,none,0,0
Maori,Auckland,female,35,other,none,0,0
Maori,Gisborne,male,30,school,none,0,0
Maori,Auckland,female,65,vocational,none,0,234
Maori,Auckland,male,65,none,none,0,222
Maori,Manawatu,female,20,other,none,0,530
Maori,Otago,female,15,school,none,0,423
Maori,Christchurch,male,65,vocational,none,0,428
Maori,Christchurch,female,25,degree,none,0,35
Maori,Taranaki,female,15,school,none,0,0
Maori,Gisborne,female,50,none,none,0,271
Maori,Southland,female,35,vocational,none,0,332
Maori,Wellington,female,40,none,none,0,0
Maori,Otago,male,15,none,none,0,422
Maori,Manawatu,female,40,vocational,none,0,353
Maori,Auckland,female,40,none,none,0,252
Maori,Wellington,male,50,school,none,0,455
Maori,BoP,female,15,none,none,0,0
Maori,Taranaki,female,35,none,none,0,294
Maori,BoP,male,25,school,none,0,132
Maori,Nelson,female,45,none,none,0,259
Maori,Wellington,female,65,none,none,0,295
Maori,Waikato,male,65,vocational,none,0,46
Maori,Gisborne,female,65,vocational,none,0,286
Maori,Waikato,male,65,vocational,none,0,1083
Maori,Auckland,female,65,none,none,0,235
Maori,Wellington,male,15,school,none,0,0
Maori,BoP,male,30,vocational,none,0,362
Maori,Manawatu,male,15,none,none,0,395
Maori,Wellington,female,25,vocational,none,0,-1012
Maori,BoP,male,15,school,none,0,0
Maori,Taranaki,male,30,none,none,0,400
Maori,Gisborne,male,25,none,none,0,1160
Maori,Waikato,female,50,vocational,none,0,211
Maori,Manawatu,female,15,none,none,0,0
Maori,Gisborne,female,55,vocational,none,0,330
Maori,Auckland,male,15,school,none,0,0
Maori,Christchurch,female,15,school,none,0,352
Maori,BoP,male,15,vocational,none,0,0
Maori,Gisborne,male,60,none,none,0,25
Maori,Waikato,female,65,other,none,0,350
Maori,Northland,male,50,school,none,0,323
Maori,Gisborne,female,20,vocational,none,0,271
Maori,Manawatu,male,65,none,none,0,265
Maori,Northland,female,15,school,none,0,453
Maori,BoP,male,60,none,none,0,605
Maori,BoP,female,35,vocational,none,0,815
Maori,Otago,female,45,vocational,none,0,272
Maori,Nelson,female,15,school,none,0,462
Maori,Otago,male,15,school,none,0,0
Maori,Auckland,female,35,school,none,0,311
Maori,Northland,male,15,school,none,0,0
Maori,BoP,female,65,vocational,none,0,270
Maori,Auckland,male,50,none,none,0,633
Maori,Wellington,male,30,none,none,0,770
Maori,Waikato,male,20,school,none,0,207
Maori,BoP,male,65,vocational,none,0,237
Maori,Wellington,female,20,vocational,none,0,590
Maori,Waikato,male,15,school,none,0,0
Maori,Christchurch,female,20,none,none,0,173
Maori,Auckland,male,15,none,none,0,0
Maori,Wellington,male,15,none,none,0,0
Maori,Auckland,male,50,school,none,0,-1055
Maori,Auckland,male,15,vocational,none,0,0
Maori,Northland,male,35,none,none,0,863
Maori,Manawatu,female,20,school,none,0,180
Maori,Gisborne,female,65,vocational,none,0,1665
Maori,Taranaki,female,60,vocational,none,0,0
Maori,Auckland,male,65,none,none,0,323
Maori,Auckland,male,20,vocational,none,0,181
Maori,Waikato,female,45,school,none,0,0
Maori,Waikato,female,65,none,none,0,175
Maori,Northland,male,50,none,none,0,740
Maori,Manawatu,female,45,vocational,none,0,0
Maori,Waikato,female,25,other,none,0,473
Maori,Waikato,female,65,other,none,0,295
Maori,Otago,female,45,none,none,0,134
Maori,Gisborne,male,55,vocational,none,0,576
Maori,Gisborne,male,65,none,none,0,792
Maori,BoP,female,35,none,none,0,374
Maori,Wellington,male,25,vocational,none,0,202
Maori,Waikato,female,25,vocational,none,0,407
Maori,Christchurch,male,35,vocational,none,0,0
Maori,BoP,female,50,vocational,none,0,364
Maori,BoP,female,65,none,none,0,308
Maori,BoP,female,50,vocational,none,0,26
Maori,Auckland,female,60,vocational,none,0,0
Maori,Northland,female,50,none,none,0,246
Maori,Wellington,female,55,degree,none,0,408
Maori,Wellington,female,20,none,none,0,834
Maori,Gisborne,female,15,school,none,0,0
Maori,Christchurch,female,20,other,none,0,505
Maori,Wellington,female,65,none,none,0,248
Maori,Christchurch,male,15,none,none,0,428
Maori,Waikato,female,55,other,none,0,242
Maori,Christchurch,female,25,school,none,0,459
Maori,Wellington,female,15,none,none,0,880
Maori,Auckland,female,15,school,none,0,0
Maori,Auckland,male,60,none,none,0,297
Maori,Waikato,male,15,none,none,0,0
Maori,Christchurch,female,45,school,none,0,0
Maori,BoP,female,65,none,none,0,82
Maori,Waikato,female,20,none,none,0,225
Maori,Christchurch,male,25,none,none,0,280
Maori,Taranaki,female,45,vocational,none,0,422
Maori,Northland,male,45,other,none,0,311
Maori,Waikato,male,65,none,none,0,267
Maori,Auckland,female,55,none,none,0,0
Maori,Waikato,male,20,vocational,none,0,281
Maori,Manawatu,female,25,other,none,0,4
Maori,Manawatu,male,15,none,none,0,0
Maori,Auckland,female,50,vocational,none,0,246
Maori,Wellington,male,65,none,none,20,354
Maori,BoP,male,15,none,none,0,0
Maori,Auckland,male,15,none,none,0,552
Maori,Auckland,female,55,none,none,0,480
Maori,Auckland,male,20,vocational,none,0,163
Maori,Gisborne,male,65,none,none,0,235
Maori,Northland,female,15,school,none,0,0
Maori,BoP,female,40,school,none,0,271
Maori,Auckland,male,15,school,none,0,0
Maori,Auckland,male,20,school,none,0,311
Maori,Auckland,female,15,none,none,0,0
Maori,BoP,male,15,none,none,0,0
Maori,Auckland,female,45,none,none,0,531
Maori,BoP,male,65,vocational,none,0,275
Maori,Gisborne,female,15,school,none,0,0
Maori,Wellington,male,65,none,none,0,0
Maori,Waikato,female,15,school,none,0,0
Maori,Waikato,male,50,none,none,0,275
Maori,Auckland,male,65,none,none,0,288
Maori,Waikato,female,15,school,none,0,0
Maori,Wellington,male,15,none,none,0,0
Maori,Waikato,male,30,none,none,0,19
Maori,Auckland,female,65,none,none,0,228
Maori,Auckland,female,15,school,none,0,0
Maori,Auckland,male,15,none,none,0,265
Maori,Manawatu,male,40,none,none,0,207
Maori,Christchurch,male,20,school,none,0,897
Maori,Auckland,male,20,vocational,none,0,272
Maori,BoP,female,15,none,none,0,0
Maori,BoP,male,45,none,none,0,331
Maori,Northland,female,15,none,none,0,0
Maori,Wellington,female,15,school,none,0,0
Maori,Otago,female,15,none,none,0,197
Maori,BoP,male,15,none,none,0,0
Maori,Wellington,female,35,vocational,none,0,0
Maori,Wellington,female,35,vocational,none,0,359
Maori,Northland,male,35,vocational,none,0,301
Maori,Gisborne,female,65,school,none,0,0
Maori,Christchurch,female,35,vocational,none,0,365
Maori,Wellington,male,45,vocational,none,0,270
Maori,Waikato,female,20,vocational,none,0,765
Maori,Nelson,female,15,none,none,0,639
Maori,Waikato,male,65,none,none,0,302
Maori,BoP,female,30,none,none,0,404
Maori,Wellington,female,65,none,none,0,0
Maori,Auckland,female,60,other,none,0,2071
Maori,Waikato,female,30,vocational,none,0,237
Maori,Manawatu,female,20,school,none,0,0
Maori,Auckland,female,65,school,none,0,0
Maori,Nelson,female,50,none,none,0,0
Maori,Northland,female,20,vocational,none,0,0
Maori,Waikato,female,65,none,none,0,0
Maori,Waikato,female,15,vocational,none,0,0
Maori,Northland,female,15,other,none,0,0
Maori,Taranaki,female,30,vocational,none,0,239
Maori,BoP,female,15,vocational,none,0,0
Maori,Nelson,female,25,none,none,0,0
Maori,Wellington,male,15,none,none,0,0
Maori,BoP,female,60,degree,none,0,474
Maori,Manawatu,female,15,school,none,0,0
Maori,Manawatu,female,35,none,none,0,241
Maori,Auckland,male,30,vocational,none,0,0
Maori,Manawatu,female,60,none,none,0,393
Maori,BoP,male,15,none,none,0,0
Maori,Manawatu,female,35,vocational,none,0,296
Maori,Christchurch,female,35,school,none,0,677
Maori,Auckland,female,15,none,none,0,0
Maori,Auckland,male,15,none,none,0,246
Maori,Waikato,female,65,other,none,0,924
Maori,BoP,male,15,school,none,0,0
Maori,Northland,female,35,vocational,none,0,198
Maori,Wellington,female,45,vocational,none,0,493
Maori,Northland,female,60,vocational,none,0,499
Maori,Auckland,female,60,none,none,0,211
Maori,Gisborne,female,35,vocational,none,0,404
Maori,BoP,male,15,school,none,0,0
Maori,Auckland,male,20,school,none,0,-207
Maori,Gisborne,female,45,degree,none,0,165
Maori,Auckland,female,65,none,none,0,564
Maori,Auckland,male,55,school,none,0,352
Maori,Manawatu,male,20,other,none,0,241
Maori,Waikato,female,20,none,none,0,362
Maori,Northland,male,65,none,none,0,411
Maori,Gisborne,female,65,none,none,0,198
Maori,Waikato,female,20,none,none,0,0
Maori,Gisborne,female,65,none,none,0,130
Maori,Waikato,female,55,vocational,none,0,313
Maori,Taranaki,female,65,vocational,none,0,322
Maori,Christchurch,female,65,vocational,none,0,-526
Maori,Taranaki,male,15,school,none,0,0
Maori,Southland,female,50,none,none,0,4
Maori,BoP,female,20,none,none,0,0
Maori,Northland,female,20,school,none,0,285
Maori,Waikato,female,65,none,none,0,380
Maori,Northland,male,40,school,none,0,1735
Maori,Auckland,male,35,school,none,0,0
Maori,Wellington,female,65,none,none,0,330
Maori,Waikato,female,35,school,none,0,394
Maori,BoP,female,50,vocational,none,0,0
Maori,BoP,male,15,none,none,0,0
Maori,Auckland,female,15,none,none,0,0
Maori,Wellington,male,15,none,none,0,0
Maori,Waikato,female,20,school,none,0,472
Maori,Wellington,female,20,other,none,0,356
Maori,Taranaki,male,45,vocational,none,0,235
Maori,Waikato,male,30,vocational,none,0,0
Maori,Southland,female,15,vocational,none,0,0
Maori,BoP,male,15,none,none,0,1266
Maori,Waikato,female,15,school,none,0,0
Maori,Northland,male,15,school,none,0,394
Maori,Northland,female,40,none,none,0,0
Maori,Waikato,male,40,none,none,0,272
Maori,Auckland,female,25,vocational,none,0,324
Maori,Manawatu,female,60,vocational,none,0,0
Maori,Manawatu,female,45,other,none,0,424
Maori,BoP,female,50,none,none,0,34
Maori,Taranaki,female,15,school,none,0,0
Maori,Auckland,female,15,school,none,0,346
Maori,Gisborne,male,65,vocational,none,0,323
Maori,Waikato,female,15,school,none,0,0
Maori,Auckland,male,15,none,none,0,128
Maori,Waikato,female,40,none,none,0,459
Maori,BoP,male,65,vocational,none,0,341
Maori,Otago,male,65,none,none,0,332
Maori,Christchurch,male,15,none,none,0,0
Maori,Taranaki,male,65,vocational,none,0,540
Maori,BoP,female,15,school,none,0,302
Maori,Gisborne,male,65,vocational,none,0,44
Maori,Waikato,female,65,none,none,0,271
Maori,BoP,female,25,vocational,none,0,303
Maori,Northland,female,20,none,none,0,324
Maori,Auckland,female,15,none,none,0,0
Maori,Manawatu,male,35,none,none,0,1266
Maori,Waikato,male,45,none,none,0,0
Maori,Christchurch,female,15,school,none,0,0
Maori,Wellington,male,15,school,none,0,0
Maori,Auckland,female,25,vocational,none,0,311
Maori,Auckland,male,65,none,none,0,319
Maori,Waikato,female,55,none,none,0,305
Maori,Gisborne,female,40,vocational,none,0,338
Maori,Gisborne,female,65,other,none,0,634
Maori,Auckland,female,50,vocational,none,0,268
Maori,Southland,male,65,vocational,none,0,144
Maori,Wellington,female,55,degree,none,0,273
Maori,Waikato,female,65,none,none,0,357
Maori,Gisborne,male,35,other,none,0,393
Maori,Northland,female,45,degree,none,0,0
Maori,Gisborne,male,30,none,none,0,277
Maori,Northland,male,15,vocational,none,0,0
Maori,BoP,female,15,other,none,0,0
Maori,BoP,male,25,vocational,none,0,431
Maori,BoP,male,45,none,none,0,107
Maori,Auckland,female,35,none,none,0,833
Maori,BoP,male,60,vocational,none,0,708
Maori,Christchurch,male,15,school,none,0,3
Maori,Manawatu,male,30,none,none,0,0
Maori,Auckland,female,25,vocational,none,0,292
Maori,BoP,female,45,vocational,none,0,863
Maori,Christchurch,female,65,none,none,0,739
Maori,Waikato,male,15,none,none,0,0
Maori,Manawatu,male,35,vocational,none,0,1
Maori,Gisborne,male,40,other,none,0,201
Maori,Auckland,male,65,school,none,0,330
Maori,Northland,female,65,none,none,0,804
Maori,Christchurch,female,65,none,none,0,0
Maori,Northland,female,40,vocational,none,0,0
Maori,BoP,female,15,school,none,0,0
Maori,Manawatu,female,60,vocational,none,0,234
Maori,Auckland,male,15,none,none,0,0
Maori,Manawatu,female,35,school,none,0,346
Maori,Auckland,female,35,vocational,none,0,431
Maori,Gisborne,female,50,vocational,none,0,0
Maori,Waikato,female,65,school,none,0,246
Maori,Manawatu,male,45,none,none,0,337
Maori,Gisborne,male,30,vocational,none,0,854
Maori,Auckland,female,50,vocational,none,0,275
Maori,Otago,male,15,school,none,0,336
Maori,Waikato,female,30,none,none,0,396
Maori,Waikato,male,50,other,none,0,547
Maori,Gisborne,male,65,none,none,0,-89
Maori,Waikato,male,15,school,none,0,535
Maori,Wellington,male,65,none,none,0,0
Maori,Auckland,female,25,school,none,0,324
Maori,Auckland,female,20,vocational,none,0,551
Maori,Northland,female,40,school,none,0,20
Maori,Auckland,male,55,none,none,0,444
Maori,Wellington,female,20,school,none,0,330
Maori,Auckland,female,50,vocational,none,0,371
Maori,BoP,female,25,vocational,none,0,0
Maori,Gisborne,male,45,vocational,none,0,1
Maori,Wellington,male,30,school,none,0,274
Maori,Auckland,male,15,none,none,0,0
Maori,Taranaki,male,65,none,none,0,462
Maori,Christchurch,female,25,vocational,none,0,331
Maori,Auckland,female,25,none,none,0,-173
Maori,Auckland,female,65,vocational,none,0,314
Maori,Wellington,male,15,none,none,0,0
Maori,Wellington,male,15,none,none,0,0
Maori,Auckland,female,65,school,none,0,258
Maori,Manawatu,female,20,vocational,none,0,1477
Maori,Wellington,female,50,none,none,0,422
Maori,Auckland,male,45,school,none,0,167
Maori,Auckland,male,65,none,none,0,381
Maori,Wellington,male,20,vocational,none,0,286
Maori,Auckland,male,20,none,none,0,332
Maori,Christchurch,male,15,school,none,0,0
Maori,Auckland,female,65,none,none,0,468
Maori,Auckland,male,50,vocational,none,0,-173
Maori,Southland,male,55,none,none,0,253
Maori,BoP,female,35,school,none,0,260
Maori,Northland,male,20,none,none,0,0
Maori,Wellington,female,20,school,none,0,0
Maori,Christchurch,female,65,vocational,none,0,56
Maori,BoP,male,65,vocational,none,0,770
Maori,BoP,female,15,none,none,0,265
Maori,Auckland,male,15,school,none,0,618
Maori,BoP,male,30,vocational,none,0,407
Maori,Auckland,male,15,school,none,0,0
Maori,Gisborne,male,45,none,none,0,167
Maori,Gisborne,male,45,vocational,none,0,4
Maori,Northland,female,65,vocational,none,0,505
Maori,Wellington,male,65,none,none,0,494
Maori,Waikato,male,45,degree,none,0,483
Maori,Otago,male,25,none,none,0,161
Maori,Auckland,female,65,none,none,0,0
Maori,Gisborne,female,25,degree,none,0,211
Maori,Manawatu,male,15,school,none,0,0
Maori,Northland,male,15,school,none,0,0
Maori,Wellington,male,60,none,none,0,550
Maori,Auckland,male,50,none,none,0,162
Maori,Manawatu,female,30,vocational,none,0,0
Maori,Gisborne,female,45,vocational,none,0,175
Maori,Wellington,female,40,none,none,0,278
Maori,Christchurch,male,45,vocational,none,0,455
Maori,Waikato,female,30,vocational,none,0,5
Maori,Gisborne,male,30,school,none,0,389
Maori,Christchurch,male,15,school,none,0,405
Maori,Auckland,male,60,none,none,0,248
Maori,Waikato,female,15,none,none,0,0
Maori,Waikato,female,20,school,none,0,3
Maori,Gisborne,female,65,none,none,0,98
Maori,Auckland,female,15,school,none,0,332
Maori,Gisborne,male,15,none,none,0,0
Maori,Manawatu,female,55,degree,none,0,0
Maori,BoP,male,35,vocational,none,0,291
Maori,BoP,male,35,none,none,0,234
Maori,Gisborne,male,65,none,none,0,270
Maori,Taranaki,female,15,school,none,0,0
Maori,Auckland,female,65,school,none,0,229
Maori,Auckland,female,45,none,none,0,246
Maori,BoP,male,15,vocational,none,0,0
Maori,Christchurch,female,30,school,none,0,0
Maori,Otago,male,15,school,none,0,318
Maori,Southland,female,50,vocational,none,0,458
Maori,Waikato,female,45,other,none,0,0
Maori,BoP,female,35,vocational,none,0,0
Maori,Christchurch,male,50,vocational,none,0,32
Maori,Nelson,female,30,vocational,none,0,306
Maori,Wellington,female,65,none,none,0,292
Maori,Otago,male,15,school,none,0,0
Maori,Waikato,male,15,school,none,0,0
Maori,Wellington,male,20,other,none,0,117
Maori,Wellington,female,15,school,none,0,0
Maori,Gisborne,female,15,none,none,0,0
Maori,Christchurch,male,15,school,none,0,0
Maori,BoP,female,15,school,none,0,0
Maori,Waikato,female,40,none,none,0,241
Maori,Auckland,female,15,none,none,0,0
Maori,Gisborne,female,15,none,none,0,323
Maori,Auckland,male,15,none,none,0,0
Maori,Waikato,male,15,none,none,0,378
Maori,Waikato,female,65,none,none,0,176
Maori,Manawatu,male,15,school,none,0,634
Maori,Gisborne,male,65,none,none,0,305
Maori,Auckland,female,20,school,none,0,533
Maori,Auckland,female,45,vocational,none,0,428
Maori,Gisborne,female,15,school,none,0,0
Maori,Wellington,male,15,none,none,0,110
Maori,Christchurch,male,15,school,none,0,0
Maori,Auckland,female,60,none,none,0,544
Maori,Waikato,female,65,none,none,0,0
Maori,Northland,female,55,none,none,0,0
Maori,Christchurch,female,25,school,none,0,487
Maori,Manawatu,female,30,vocational,none,0,0
Maori,Nelson,female,60,none,none,0,28
Maori,Christchurch,female,15,school,none,0,0
Maori,Auckland,female,15,none,none,0,246
Maori,Auckland,female,25,none,none,0,368
Maori,Northland,male,65,none,none,0,395
Maori,BoP,female,20,vocational,none,0,185
Maori,Wellington,male,15,school,none,0,316
Maori,Auckland,male,40,vocational,none,0,415
Maori,BoP,male,35,vocational,none,0,112
Maori,Wellington,female,20,none,none,0,532
Maori,Auckland,female,15,none,none,0,0
Maori,Auckland,female,65,school,none,0,0
Maori,Manawatu,female,65,none,none,0,275
Maori,Manawatu,male,65,none,none,0,649
Maori,Waikato,female,15,school,none,0,0
Maori,Wellington,female,65,none,none,0,0
Maori,Wellington,female,55,other,none,0,242
Maori,Auckland,female,20,school,none,0,0
Maori,Gisborne,female,35,none,none,0,874
Maori,Auckland,female,40,vocational,none,0,242
Maori,Southland,male,35,vocational,none,0,0
Maori,Auckland,male,15,none,none,0,0
Maori,Waikato,male,20,school,none,0,0
Maori,Otago,female,15,none,none,0,0
Maori,Northland,female,45,none,none,0,90
Maori,Waikato,male,15,school,none,0,0
Maori,BoP,female,65,none,none,0,290
Maori,Wellington,female,65,vocational,none,0,324
Maori,Wellington,male,45,none,none,0,363
Maori,Auckland,female,55,school,none,0,279
Maori,BoP,female,20,degree,none,0,0
Maori,Wellington,male,60,none,none,0,890
Maori,Auckland,female,40,vocational,none,0,0
Maori,Auckland,male,20,none,none,0,288
Maori,Gisborne,male,45,school,none,0,154
Maori,Waikato,female,30,degree,none,0,839
Maori,BoP,female,50,school,none,0,0
Maori,Auckland,female,20,none,none,0,338
Maori,Northland,male,65,none,none,0,-199
Maori,Auckland,female,20,school,none,0,163
Maori,Auckland,female,30,school,none,0,277
Maori,Wellington,male,65,none,none,0,690
Maori,Northland,male,15,school,none,0,0
Maori,Wellington,male,15,none,none,0,236
Maori,Gisborne,male,30,none,none,0,405
Maori,Waikato,female,15,none,none,0,0
Maori,Taranaki,male,15,school,none,0,0
Maori,Wellington,female,20,school,none,0,331
Maori,Waikato,male,65,vocational,none,0,223
Maori,Nelson,male,40,degree,none,0,516
Maori,Northland,female,60,none,none,0,1110
Maori,BoP,female,40,school,none,0,226
Maori,Manawatu,male,15,vocational,none,0,270
Maori,Gisborne,female,15,none,none,0,0
Maori,Waikato,male,35,degree,none,0,1640
Maori,Taranaki,female,65,none,none,0,265
Maori,Taranaki,female,25,vocational,none,0,108
Maori,Auckland,female,30,vocational,none,0,495
Maori,Wellington,female,20,none,none,0,134
Maori,Northland,male,40,none,none,0,671
Maori,BoP,female,25,none,none,0,0
Maori,BoP,male,15,none,none,0,350
Maori,Waikato,female,20,none,none,0,749
Maori,BoP,female,15,none,none,0,380
Maori,Wellington,male,15,school,none,0,0
Maori,BoP,male,15,school,none,0,340
Maori,Wellington,male,15,school,none,0,0
Maori,Northland,female,20,none,none,0,323
Maori,Auckland,male,15,school,none,0,0
Maori,Auckland,female,65,school,none,0,277
Maori,Waikato,male,65,vocational,none,0,2743
Maori,Christchurch,male,15,none,none,0,0
Maori,Christchurch,female,15,none,none,0,0
Maori,Manawatu,female,15,none,none,0,0
Maori,Nelson,male,65,vocational,none,0,301
Maori,Northland,male,50,other,none,0,38
Maori,Auckland,female,50,degree,none,0,125
Maori,Waikato,male,65,none,none,0,469
Maori,Auckland,male,15,none,none,0,461
Maori,Gisborne,male,15,none,none,0,0
Maori,BoP,female,15,none,none,0,0
Maori,Wellington,female,30,vocational,none,0,0
Maori,Christchurch,male,65,none,none,0,398
Maori,Auckland,female,20,school,none,0,435
Maori,Waikato,female,15,none,none,0,0
Maori,Waikato,female,65,none,none,0,374
Maori,Waikato,male,30,vocational,none,0,332
Maori,Waikato,male,30,vocational,none,0,367
Maori,BoP,male,40,vocational,none,0,271
Maori,Waikato,female,55,school,none,0,110
Maori,Manawatu,female,30,vocational,none,0,0
Maori,Manawatu,male,20,school,none,0,71
Maori,Auckland,female,15,school,none,0,0
Maori,Waikato,male,65,vocational,none,0,416
Maori,Taranaki,male,60,none,none,0,198
Maori,Wellington,male,15,none,none,0,0
Maori,Auckland,male,25,none,none,0,0
Maori,Auckland,male,50,school,none,0,417
Maori,Gisborne,female,25,degree,none,0,235
Maori,Christchurch,male,35,none,none,0,204
Maori,BoP,female,15,school,none,0,0
Maori,BoP,female,15,school,none,0,336
Maori,Gisborne,female,65,vocational,none,0,438
Maori,BoP,male,60,vocational,none,0,670
Maori,Auckland,female,40,vocational,none,0,326
Maori,Wellington,male,25,degree,none,0,290
Maori,Taranaki,male,15,none,none,0,0
