Country,Region,Life.Expectancy,GDP.per.Capita,Population,Year,Children.per.Woman
Venezuela,America,,12688.92341,13082017, yr 1976,4.574
West Germany,Europe & Central Asia,,,, yr 1976,
Western Sahara,Middle East & North Africa,46.055,,86539, yr 1976,6.289
Vietnam,East Asia & Pacific,54.009,705.8771559,49273016, yr 1976,6.168
Virgin Islands (U.S.),America,,,, yr 1976,
Vanuatu,East Asia & Pacific,56.116,2713.849383,102800, yr 1976,5.858
"Korea, United",East Asia & Pacific,,,51929433, yr 1976,
Angola,Sub-Saharan Africa,40.547,3074.745543,6741465, yr 1980,7.2
Benin,Sub-Saharan Africa,50.544,1154.234615,3444361, yr 1980,6.993
Botswana,Sub-Saharan Africa,60.463,4178.480351,900476, yr 1980,6.217
Burkina Faso,Sub-Saharan Africa,44.946,794.7620261,6315312, yr 1980,7.069
Burundi,Sub-Saharan Africa,46.757,539.8528105,4299555, yr 1980,6.803
Cameroon,Sub-Saharan Africa,51.078,1989.193027,8746201, yr 1980,6.431
Cape Verde,Sub-Saharan Africa,61.468,1084.093872,296042, yr 1980,6.441
Central African Rep.,Sub-Saharan Africa,,975.6847781,2348429, yr 1980,5.954
Chad,Sub-Saharan Africa,48.262,804.728673,4542002, yr 1980,6.759
Comoros,Sub-Saharan Africa,51.961,1208.284779,333513, yr 1980,7.13
"Congo, Dem. Rep.",Sub-Saharan Africa,46.49,698.666471,29010717, yr 1980,6.585
"Congo, Rep.",Sub-Saharan Africa,59.597,3968.450337,1674005, yr 1980,6.178
Cote d'Ivoire,Sub-Saharan Africa,55.663,2704.733935,8375546, yr 1980,7.608
Equatorial Guinea,Sub-Saharan Africa,42.814,970.4608124,256009, yr 1980,5.728
Eritrea,Sub-Saharan Africa,44.049,,, yr 1980,6.513
Eritrea and Ethiopia,Sub-Saharan Africa,,,38605198, yr 1980,
Ethiopia,Sub-Saharan Africa,43.898,588.3790566,36036457, yr 1980,6.837
Gabon,Sub-Saharan Africa,54.433,15696.83232,713502, yr 1980,5.17
Gambia,Sub-Saharan Africa,,797.7098589,670523, yr 1980,6.399
Ghana,Sub-Saharan Africa,53.033,972.8438605,11015630, yr 1980,6.539
Guinea,Sub-Saharan Africa,51.133,1809.70519,2991217, yr 1980,5.694
Guinea-Bissau,Sub-Saharan Africa,40.171,700.4011617,789053, yr 1980,5.803
Kenya,Sub-Saharan Africa,57.689,1344.167465,16331401, yr 1980,7.455
Lesotho,Sub-Saharan Africa,53.785,800.5119847,1344218, yr 1980,5.589
Liberia,Sub-Saharan Africa,47.585,609.8466372,1848979, yr 1980,6.735
Madagascar,Sub-Saharan Africa,48.134,1535.574977,8676821, yr 1980,6.514
Malawi,Sub-Saharan Africa,44.812,700.0665941,6129035, yr 1980,7.58
Mali,Sub-Saharan Africa,40.029,700.8588761,6774767, yr 1980,6.557
Mauritania,Sub-Saharan Africa,52.676,1524.948048,1549589, yr 1980,6.42
Mauritius,Sub-Saharan Africa,65.819,3398.74381,963701, yr 1980,2.76
Mayotte,Sub-Saharan Africa,68.07,,51995, yr 1980,
Mozambique,Sub-Saharan Africa,42.804,485.3748115,12102619, yr 1980,6.49
Namibia,Sub-Saharan Africa,57.877,4167.100931,1058021, yr 1980,6.451
Niger,Sub-Saharan Africa,,,, yr 1980,
Nigeria,Sub-Saharan Africa,44.755,1843.343654,68550274, yr 1980,6.936
Reunion,Sub-Saharan Africa,68.512,4887.4506,507015, yr 1980,3.066
Rwanda,Sub-Saharan Africa,45.883,818.7091971,5138689, yr 1980,8.31
Saint Helena,Sub-Saharan Africa,,,6469, yr 1980,
Sao Tome and Principe,Sub-Saharan Africa,59.505,2164.302411,94071, yr 1980,6.409
Senegal,Sub-Saharan Africa,47.385,1414.10891,5776012, yr 1980,7.451
Seychelles,Sub-Saharan Africa,,10246.57176,66489, yr 1980,
Sierra Leone,Sub-Saharan Africa,41.763,1412.685443,3327118, yr 1980,5.786
Somalia,Sub-Saharan Africa,42.902,1059.161404,5790705, yr 1980,6.843
Somaliland,Sub-Saharan Africa,,,, yr 1980,
South Africa,Sub-Saharan Africa,56.792,8577.416087,29251588, yr 1980,4.786
Sudan,Sub-Saharan Africa,49.485,1760.99215,19063992, yr 1980,6.442
Swaziland,Sub-Saharan Africa,54.331,3664.765943,611447, yr 1980,6.658
Tanzania,Sub-Saharan Africa,50.21,925.3205083,, yr 1980,6.653
Togo,Sub-Saharan Africa,54.823,1589.510624,2481375, yr 1980,7.21
Uganda,Sub-Saharan Africa,50.037,638.7683033,12296592, yr 1980,7.1
Zambia,Sub-Saharan Africa,51.927,1461.601942,5699777, yr 1980,7.182
Zimbabwe,Sub-Saharan Africa,58.958,727.5454398,7169968, yr 1980,7.095
Afghanistan,South Asia,39.252,810.4316249,15112149, yr 1980,7.742
Bangladesh,South Asia,47.669,684,88076996, yr 1980,6.34
Bhutan,South Asia,46.287,874.5708192,1281000, yr 1980,6.578
India,South Asia,55.107,844,679000000, yr 1980,4.691
Maldives,South Asia,55.912,963.6971051,153957, yr 1980,6.919
Nepal,South Asia,48.113,672.3011498,15016477, yr 1980,5.907
Pakistan,South Asia,57.707,1334,85219117, yr 1980,6.699
Sri Lanka,South Asia,67.8,1525.224276,14900181, yr 1980,3.405
Algeria,Middle East & North Africa,59.626,5610.196305,18806061, yr 1980,6.909
Bahrain,Middle East & North Africa,67.354,19096.98462,347568, yr 1980,4.917
Djibouti,Middle East & North Africa,47.583,2853.843632,279149, yr 1980,6.686
Egypt,Middle East & North Africa,,3262.089768,42634215, yr 1980,5.613
Iran,Middle East & North Africa,,7007.307065,39583397, yr 1980,6.651
Iraq,Middle East & North Africa,61.001,18465.74496,13232839, yr 1980,6.564
Israel,Middle East & North Africa,73.774,14819.25527,3737473, yr 1980,3.246
Jordan,Middle East & North Africa,62.627,4015.317136,2162807, yr 1980,7.11
Kuwait,Middle East & North Africa,70.254,47907.19363,1369769, yr 1980,5.374
Lebanon,Middle East & North Africa,66.522,8532.759576,3085876, yr 1980,4.111
Libya,Middle East & North Africa,59.829,23661.27309,3065365, yr 1980,7.38
Morocco,Middle East & North Africa,57.678,2627.704078,19487272, yr 1980,5.649
Oman,Middle East & North Africa,60.069,10989.4288,1174857, yr 1980,7.231
Qatar,Middle East & North Africa,66.124,67344.0971,230640, yr 1980,5.789
Saudi Arabia,Middle East & North Africa,61.022,34568.06035,9999161, yr 1980,7.206
Syria,Middle East & North Africa,,3792.794341,8773582, yr 1980,7.396
Tunisia,Middle East & North Africa,62.052,3543.72131,6443183, yr 1980,5.325
United Arab Emirates,Middle East & North Africa,67.534,58179.44856,1000285, yr 1980,5.423
West Bank and Gaza,Middle East & North Africa,62.71,4062.853591,1359954, yr 1980,
"Yemen, Rep.",Middle East & North Africa,46.683,1938.738669,9132545, yr 1980,8.725
Yemen Arab Republic (Former),Middle East & North Africa,,,, yr 1980,
Yemen Democratic (Former),Middle East & North Africa,,,, yr 1980,
Anguilla,America,,7866.618683,6515, yr 1980,
Antigua and Barbuda,America,,5532.031435,68546, yr 1980,
Argentina,America,69.528,10126.50131,28369799, yr 1980,3.325
Aruba,America,72.302,9409.562085,60266, yr 1980,2.392
Bahamas,America,,20670.459,209944, yr 1980,3.213
Barbados,America,72.088,13858.89822,251966, yr 1980,2.025
Belize,America,70.692,3893.633384,144416, yr 1980,5.849
Bermuda,America,,49679.279,54726, yr 1980,
Bolivia,America,51.964,3391.071097,5441298, yr 1980,5.521
Brazil,America,62.457,7623.184159,122958132, yr 1980,4.073
British Virgin Islands,America,,4459.846636,10998, yr 1980,
Canada,America,75.14,23473.89691,24593300, yr 1980,1.665
Cayman Islands,America,,30532.75266,17082, yr 1980,
Chile,America,69.07,5748.916253,11093718, yr 1980,2.675
Colombia,America,65.478,4379.579699,26582811, yr 1980,3.993
Costa Rica,America,72.563,6102.954505,2299124, yr 1980,3.618
Cuba,America,73.823,6695.012746,9652975, yr 1980,1.892
Dominica,America,,,, yr 1980,
Dominican Rep.,America,,2827.314421,5696855, yr 1980,4.422
Ecuador,America,62.923,7239.774692,7920499, yr 1980,5.059
El Salvador,America,56.339,4629.77302,4566199, yr 1980,5.137
Falkland Islands (Malvinas),America,,,, yr 1980,
French Guiana,America,67.841,,67762, yr 1980,3.361
Grenada,America,65.156,3865.757307,90164, yr 1980,4.251
Guadeloupe,America,71.26,,336846, yr 1980,2.706
Guatemala,America,57.204,5236.104176,6064228, yr 1980,6.18
Guyana,America,60.801,2653.786519,759352, yr 1980,3.567
Haiti,America,50.628,2212.903129,5029725, yr 1980,6.058
Honduras,America,59.435,3336.790292,3401940, yr 1980,6.313
Jamaica,America,70.381,6015.190862,2228803, yr 1980,3.733
Martinique,America,72.814,,339365, yr 1980,2.287
Mexico,America,66.56,9319.564233,68347479, yr 1980,4.705
Montserrat,America,,8469.818552,11770, yr 1980,
Netherlands Antilles,America,73.013,20507.68753,172534, yr 1980,2.391
Nicaragua,America,58.498,3528.637154,2805321, yr 1980,6.131
Panama,America,70.002,6643.421979,1956454, yr 1980,3.742
Paraguay,America,66.769,4283.089644,3193047, yr 1980,5.219
Peru,America,60.059,6441.290571,17295298, yr 1980,5.009
Puerto Rico,America,73.629,10771.17508,3209648, yr 1980,2.607
Saint Barthélemy,America,,,, yr 1980,
Saint Martin,America,,,, yr 1980,
Saint-Pierre-et-Miquelon,America,,,5990, yr 1980,
Saint Kitts and Nevis,America,,5268.291057,44186, yr 1980,
Saint Lucia,America,,4491.724514,122477, yr 1980,4.703
Saint Vincent and the Grenadines,America,,2783.157837,98139, yr 1980,3.985
Suriname,America,65.829,6045.943926,354860, yr 1980,3.922
Trinidad and Tobago,America,67.359,9498.48606,1090513, yr 1980,3.338
Turks and Caicos Islands,America,,9978.599054,7465, yr 1980,
United States,America,73.93,27838.10795,227726463, yr 1980,1.78
Uruguay,America,70.284,7586.160431,2919851, yr 1980,2.724
Abkhazia,Europe & Central Asia,,,, yr 1980,
Akrotiri and Dhekelia,Europe & Central Asia,,,, yr 1980,
Albania,Europe & Central Asia,69.656,3591.755603,2671412, yr 1980,3.793
Andorra,Europe & Central Asia,,30183.8586,33584, yr 1980,
Armenia,Europe & Central Asia,70.933,,3115289, yr 1980,2.385
Austria,Europe & Central Asia,72.7,21284.70833,7549433, yr 1980,1.6512
Azerbaijan,Europe & Central Asia,64.917,,6173361, yr 1980,3.286
Belarus,Europe & Central Asia,71.08,,9643706, yr 1980,2.081
Belgium,Europe & Central Asia,73.29,20969.62311,9846800, yr 1980,1.628
Bosnia and Herzegovina,Europe & Central Asia,70.452,4075.453464,4092000, yr 1980,2.092
Bulgaria,Europe & Central Asia,71.1,7802.845798,8843528, yr 1980,2.098
Channel Islands,Europe & Central Asia,73.543,,128891, yr 1980,1.454
Croatia,Europe & Central Asia,70.548,13057.90429,4383000, yr 1980,2.004
Cyprus,Europe & Central Asia,74.436,,, yr 1980,2.354
Czech Rep.,Europe & Central Asia,,15255.986,10288726, yr 1980,2.171
Czechoslovakia,Europe & Central Asia,,,15254684, yr 1980,
Denmark,Europe & Central Asia,74.16,20529.07805,5123027, yr 1980,1.546
East Germany,Europe & Central Asia,,,, yr 1980,
Estonia,Europe & Central Asia,69.59,,1482196, yr 1980,2.063
Faeroe Islands,Europe & Central Asia,,,43453, yr 1980,
Finland,Europe & Central Asia,73.66,17796.77274,4779535, yr 1980,1.63
France,Europe & Central Asia,74.35,20334.46855,53869743, yr 1980,1.835
Georgia,Europe & Central Asia,69.686,6014.446523,5045697, yr 1980,2.315
Germany,Europe & Central Asia,73.18,,, yr 1980,1.482
Gibraltar,Europe & Central Asia,,,29233, yr 1980,
Greece,Europe & Central Asia,74.455,14877.19156,9642505, yr 1980,2.172
Greenland,Europe & Central Asia,,28386.15024,50208, yr 1980,
Guernsey,Europe & Central Asia,,,53360, yr 1980,
Holy See,Europe & Central Asia,,,726, yr 1980,
Hungary,Europe & Central Asia,69.11,12018.55475,10711122, yr 1980,1.967
Iceland,Europe & Central Asia,76.66,22434.85748,228161, yr 1980,2.235
Ireland,Europe & Central Asia,72.6,12217.02325,3401000, yr 1980,3.197
Isle of Man,Europe & Central Asia,,10308.76468,64019, yr 1980,
Italy,Europe & Central Asia,74.12,16201.88298,56451247, yr 1980,1.722
Jersey,Europe & Central Asia,,,75531, yr 1980,
Kazakhstan,Europe & Central Asia,64.961,,14966718, yr 1980,2.974
Kosovo,Europe & Central Asia,,,7565921, yr 1980,
Kyrgyzstan,Europe & Central Asia,,,3622728, yr 1980,4.035
Latvia,Europe & Central Asia,69.19,8278.288323,2524543, yr 1980,1.996
Liechtenstein,Europe & Central Asia,,41475.56533,25074, yr 1980,
Lithuania,Europe & Central Asia,70.68,,3435289, yr 1980,2.057
Luxembourg,Europe & Central Asia,72.57,27021.64537,364400, yr 1980,1.456
"Macedonia, FYR",Europe & Central Asia,69.643,7978.716353,1792000, yr 1980,2.429
Malta,Europe & Central Asia,72.859,9104.217126,364001, yr 1980,1.983
Moldova,Europe & Central Asia,64.618,,3996278, yr 1980,2.481
Monaco,Europe & Central Asia,,26422.06061,26551, yr 1980,
Montenegro,Europe & Central Asia,73.735,,9515000, yr 1980,2.286
Netherlands,Europe & Central Asia,,,, yr 1980,
Ngorno-Karabakh,Europe & Central Asia,,,, yr 1980,
Northern Cyprus,Europe & Central Asia,,,, yr 1980,
Norway,Europe & Central Asia,75.65,24961,4085620, yr 1980,1.72
Poland,Europe & Central Asia,70.28,9173.321647,35578016, yr 1980,2.31
Portugal,Europe & Central Asia,71.75,11419.72089,9777800, yr 1980,2.213
Romania,Europe & Central Asia,69.596,9755.081492,22130036, yr 1980,2.383
Russia,Europe & Central Asia,,,139038849, yr 1980,1.979
San Marino,Europe & Central Asia,,23467.96268,21463, yr 1980,
Serbia,Europe & Central Asia,70.275,,, yr 1980,2.353
Serbia and Montenegro,Europe & Central Asia,,,9515000, yr 1980,
Serbia excluding Kosovo,Europe & Central Asia,,,7565921, yr 1980,
Slovak Republic,Europe & Central Asia,70.44,11259.06765,4965958, yr 1980,2.383
Slovenia,Europe & Central Asia,71.017,17645.21904,1833000, yr 1980,2.055
South Ossetia,Europe & Central Asia,,,, yr 1980,
Spain,Europe & Central Asia,75.6,13790.56055,37488360, yr 1980,2.241
Svalbard,Europe & Central Asia,,,, yr 1980,
Sweden,Europe & Central Asia,75.8,21179,8310473, yr 1980,1.616
Switzerland,Europe & Central Asia,75.64,28732.36608,6385229, yr 1980,1.507
Tajikistan,Europe & Central Asia,62.362,,3969126, yr 1980,5.663
Transnistria,Europe & Central Asia,,,, yr 1980,
Turkey,Europe & Central Asia,60.299,4436.960547,45120802, yr 1980,4.348
Turkmenistan,Europe & Central Asia,60.955,,2875133, yr 1980,5.012
Ukraine,Europe & Central Asia,69.7,,50046649, yr 1980,1.999
United Kingdom,Europe & Central Asia,73.72,18199.8345,56314000, yr 1980,1.734
USSR,Europe & Central Asia,,,265935636, yr 1980,
Uzbekistan,Europe & Central Asia,65.446,,16000074, yr 1980,5.127
Yugoslavia,Europe & Central Asia,,,21615000, yr 1980,
Åland,Europe & Central Asia,,,22783, yr 1980,
American Samoa,East Asia & Pacific,,,32418, yr 1980,
Australia,East Asia & Pacific,74.6,19505.55452,14615900, yr 1980,1.891
Brunei,East Asia & Pacific,70.628,79534.56778,185220, yr 1980,4.057
Cambodia,East Asia & Pacific,40.02,606.5950009,6869171, yr 1980,5.632
China,East Asia & Pacific,66.12216,934.272898,981235000, yr 1980,2.632
Christmas Island,East Asia & Pacific,,,, yr 1980,
Cocos Island,East Asia & Pacific,,,, yr 1980,
Cook Islands,East Asia & Pacific,,3536.952449,18010, yr 1980,
Fiji,East Asia & Pacific,63.689,3374.556759,634506, yr 1980,3.908
French Polynesia,East Asia & Pacific,64.295,17487.1002,150896, yr 1980,3.971
Guam,East Asia & Pacific,69.176,,106869, yr 1980,3.247
"Hong Kong, China",East Asia & Pacific,74.588,13494.09766,5063100, yr 1980,2.051
Indonesia,East Asia & Pacific,54.437,1549.099811,146995000, yr 1980,4.43
Japan,East Asia & Pacific,76.19,18488.25746,116807309, yr 1980,1.777
Kiribati,East Asia & Pacific,,2853.003823,57536, yr 1980,
"Korea, Dem. Rep.",East Asia & Pacific,68.269,3373,17113626, yr 1980,2.706
"Korea, Rep.",East Asia & Pacific,65.741,4331,38124000, yr 1980,2.521
Laos,East Asia & Pacific,,1105.43037,3293159, yr 1980,6.13
"Macao, China",East Asia & Pacific,71.803,15216.44304,255773, yr 1980,2.197
Malaysia,East Asia & Pacific,66.691,4550.583238,13764352, yr 1980,4.146
Marshall Islands,East Asia & Pacific,,5390.952784,30681, yr 1980,
"Micronesia, Fed. Sts.",East Asia & Pacific,65.171,4748.185445,77080, yr 1980,6.223
Mongolia,East Asia & Pacific,56.424,1799.998918,1662380, yr 1980,6.214
Myanmar,East Asia & Pacific,57.481,935.1312035,33373316, yr 1980,4.852
Nauru,East Asia & Pacific,,10606.62637,7710, yr 1980,
New Caledonia,East Asia & Pacific,67.263,26965.06315,139400, yr 1980,3.543
New Zealand,East Asia & Pacific,72.95,16718.10218,3170150, yr 1980,2.15472
Niue,East Asia & Pacific,,,3420, yr 1980,
Norfolk Island,East Asia & Pacific,,,, yr 1980,
Northern Mariana Islands,East Asia & Pacific,,,16890, yr 1980,
Palau,East Asia & Pacific,,17343.47899,13311, yr 1980,
Papua New Guinea,East Asia & Pacific,51.133,1809.70519,2991217, yr 1980,5.694
Philippines,East Asia & Pacific,61.129,2549.909183,50940182, yr 1980,5.217
Pitcairn,East Asia & Pacific,,,63, yr 1980,
Samoa,East Asia & Pacific,59.915,3684.398277,155177, yr 1980,4.81
Singapore,East Asia & Pacific,71.236,14103.68318,2413900, yr 1980,1.82
Solomon Islands,East Asia & Pacific,58.769,1348.152389,232452, yr 1980,6.748
Taiwan,East Asia & Pacific,71.54,7672,17848320, yr 1980,2.515
Thailand,East Asia & Pacific,65.929,2227.098555,47025764, yr 1980,3.392
Timor-Leste,East Asia & Pacific,34.654,,557162, yr 1980,4.724
Tokelau,East Asia & Pacific,,,1556, yr 1980,
Tonga,East Asia & Pacific,67.498,2479.025149,91361, yr 1980,5.554
Tuvalu,East Asia & Pacific,,3462.102968,7490, yr 1980,
Wallis et Futuna,East Asia & Pacific,,,10800, yr 1980,
Venezuela,America,,12124.53638,14767890, yr 1980,4.199
West Germany,Europe & Central Asia,,,, yr 1980,
Western Sahara,Middle East & North Africa,49.666,,125852, yr 1980,5.867
Vietnam,East Asia & Pacific,57.448,660.3613572,53715202, yr 1980,5.167
Virgin Islands (U.S.),America,,,, yr 1980,
Vanuatu,East Asia & Pacific,58.583,2584.810373,116771, yr 1980,5.575
"Korea, United",East Asia & Pacific,,,55237626, yr 1980,
Angola,Sub-Saharan Africa,41.08,2527.467914,7439658, yr 1984,7.207
Benin,Sub-Saharan Africa,51.676,1243.820057,3861680, yr 1984,6.997
Botswana,Sub-Saharan Africa,62.309,5450.436827,1042702, yr 1984,5.731
Burkina Faso,Sub-Saharan Africa,46.012,770.5251975,6982590, yr 1984,7.043
Burundi,Sub-Saharan Africa,48.003,549.6901947,4802889, yr 1984,6.82
Cameroon,Sub-Saharan Africa,53.688,2575.349465,9815056, yr 1984,6.335
Cape Verde,Sub-Saharan Africa,63.544,1301.510708,314237, yr 1984,5.988
Central African Rep.,Sub-Saharan Africa,,908.6485257,2627937, yr 1984,5.952
Chad,Sub-Saharan Africa,49.957,896.3211559,5125782, yr 1984,6.74
Comoros,Sub-Saharan Africa,53.491,1291.087584,365813, yr 1984,6.782
"Congo, Dem. Rep.",Sub-Saharan Africa,47.462,683.4559325,32337982, yr 1984,6.802
"Congo, Rep.",Sub-Saharan Africa,60.425,5137.424322,1883386, yr 1984,5.864
Cote d'Ivoire,Sub-Saharan Africa,56.557,2250.26482,9701389, yr 1984,7.117
Equatorial Guinea,Sub-Saharan Africa,44.273,1103.641196,314447, yr 1984,5.826
Eritrea,Sub-Saharan Africa,44.409,,, yr 1984,6.456
Eritrea and Ethiopia,Sub-Saharan Africa,,,42831710, yr 1984,
Ethiopia,Sub-Saharan Africa,44.066,565.81681,40072430, yr 1984,6.984
Gabon,Sub-Saharan Africa,57.86,16193.6743,804827, yr 1984,5.194
Gambia,Sub-Saharan Africa,,668.9251712,763854, yr 1984,6.287
Ghana,Sub-Saharan Africa,54.166,807.2532106,12829647, yr 1984,6.223
Guinea,Sub-Saharan Africa,52.824,1681.730589,3296419, yr 1984,5.312
Guinea-Bissau,Sub-Saharan Africa,42.021,765.4864828,864949, yr 1984,5.691
Kenya,Sub-Saharan Africa,59.17,1279.51348,19051861, yr 1984,7.049
Lesotho,Sub-Saharan Africa,55.841,752.0552517,1483833, yr 1984,5.377
Liberia,Sub-Saharan Africa,47.373,531.1987138,2074333, yr 1984,6.647
Madagascar,Sub-Saharan Africa,49.117,1196.056462,9701947, yr 1984,6.135
Malawi,Sub-Saharan Africa,46.249,649.0289273,6909279, yr 1984,7.403
Mali,Sub-Saharan Africa,41.278,651.2756891,7238471, yr 1984,6.562
Mauritania,Sub-Saharan Africa,54.404,1372.509858,1703154, yr 1984,6.188
Mauritius,Sub-Saharan Africa,67.394,3799.59151,1012005, yr 1984,2.326
Mayotte,Sub-Saharan Africa,70.019,,63594, yr 1984,
Mozambique,Sub-Saharan Africa,42.744,406.5985831,12923005, yr 1984,6.419
Namibia,Sub-Saharan Africa,59.721,3789.580722,1169268, yr 1984,6.022
Niger,Sub-Saharan Africa,,,, yr 1984,
Nigeria,Sub-Saharan Africa,44.928,1358.552595,75526667, yr 1984,6.899
Reunion,Sub-Saharan Africa,70.513,5428.200152,532769, yr 1984,2.769
Rwanda,Sub-Saharan Africa,47.149,840.8391618,5860320, yr 1984,8.125
Saint Helena,Sub-Saharan Africa,,,7488, yr 1984,
Sao Tome and Principe,Sub-Saharan Africa,60.817,1513.796659,103184, yr 1984,6.078
Senegal,Sub-Saharan Africa,49.558,1395.705742,6542073, yr 1984,7.191
Seychelles,Sub-Saharan Africa,,9106.193127,69830, yr 1984,
Sierra Leone,Sub-Saharan Africa,42.469,1402.520466,3615186, yr 1984,5.663
Somalia,Sub-Saharan Africa,44.866,1037.585015,6207416, yr 1984,6.701
Somaliland,Sub-Saharan Africa,,,, yr 1984,
South Africa,Sub-Saharan Africa,58.992,8389.869422,33181594, yr 1984,4.402
Sudan,Sub-Saharan Africa,50.64,1660.506045,22542649, yr 1984,6.268
Swaziland,Sub-Saharan Africa,57.125,3725.861208,696870, yr 1984,6.459
Tanzania,Sub-Saharan Africa,50.973,840.9091566,, yr 1984,6.504
Togo,Sub-Saharan Africa,56.381,1221.053455,2836453, yr 1984,6.941
Uganda,Sub-Saharan Africa,49.933,630.5232015,13761689, yr 1984,7.103
Zambia,Sub-Saharan Africa,52.105,1279.198766,6563331, yr 1984,6.865
Zimbabwe,Sub-Saharan Africa,60.935,728.3713442,8241357, yr 1984,6.435
Afghanistan,South Asia,40.19,994.571244,13387737, yr 1984,7.829
Bangladesh,South Asia,50.295,714,97611763, yr 1984,5.632
Bhutan,South Asia,48.673,1035.600455,1392489, yr 1984,6.446
India,South Asia,56.548,947,739000000, yr 1984,4.387
Maldives,South Asia,57.989,1369.878504,175800, yr 1984,6.825
Nepal,South Asia,50.447,727.0165363,16613359, yr 1984,5.641
Pakistan,South Asia,58.801,1519,96489872, yr 1984,6.598
Sri Lanka,South Asia,68.852,1771.429096,15810021, yr 1984,3.021
Algeria,Middle East & North Africa,62.821,5986.542038,21340546, yr 1984,6.161
Bahrain,Middle East & North Africa,69.602,19830.06219,408282, yr 1984,4.475
Djibouti,Middle East & North Africa,49.035,3094.982574,289431, yr 1984,6.562
Egypt,Middle East & North Africa,,3767.064269,48550155, yr 1984,5.505
Iran,Middle East & North Africa,,7749.314189,46624731, yr 1984,6.436
Iraq,Middle East & North Africa,61.919,12243.90409,15160546, yr 1984,6.289
Israel,Middle East & North Africa,75.11,15462.57112,4005301, yr 1984,3.094
Jordan,Middle East & North Africa,64.43,4272.229955,2532511, yr 1984,6.502
Kuwait,Middle East & North Africa,72.257,32575.65063,1637314, yr 1984,4.573
Lebanon,Middle East & North Africa,67.229,7767.384167,3090257, yr 1984,3.709
Libya,Middle East & North Africa,63.574,14874.49189,3624920, yr 1984,6.79
Morocco,Middle East & North Africa,60.614,2655.205865,21295943, yr 1984,5.12
Oman,Middle East & North Africa,64.358,16128.07491,1423521, yr 1984,7.109
Qatar,Middle East & North Africa,67.48,49067.6896,314767, yr 1984,5.221
Saudi Arabia,Middle East & North Africa,64.235,26815.58998,12606940, yr 1984,6.806
Syria,Middle East & North Africa,,3518.218318,10114082, yr 1984,6.968
Tunisia,Middle East & North Africa,65.017,3693.062361,7184530, yr 1984,4.707
United Arab Emirates,Middle East & North Africa,69.475,41475.71132,1437950, yr 1984,5.141
West Bank and Gaza,Middle East & North Africa,65.258,4631.302084,1524537, yr 1984,
"Yemen, Rep.",Middle East & North Africa,50.39,2050.332377,10229272, yr 1984,8.655
Yemen Arab Republic (Former),Middle East & North Africa,,,, yr 1984,
Yemen Democratic (Former),Middle East & North Africa,,,, yr 1984,
Anguilla,America,,8263.64712,6688, yr 1984,
Antigua and Barbuda,America,,7024.111407,64105, yr 1984,
Argentina,America,70.469,9301.552359,30235573, yr 1984,3.123
Aruba,America,73.075,12589.72147,63337, yr 1984,2.342
Bahamas,America,,21424.13801,229819, yr 1984,2.984
Barbados,America,73.288,13003.27342,256227, yr 1984,1.858
Belize,America,71.687,3537.97666,160800, yr 1984,5.17
Bermuda,America,,45646.52246,55853, yr 1984,
Bolivia,America,54.989,2945.479366,5834293, yr 1984,5.189
Brazil,America,63.982,6890.253502,134626216, yr 1984,3.587
British Virgin Islands,America,,4433.485414,12726, yr 1984,
Canada,America,76.43,24431.84887,25701800, yr 1984,1.615
Cayman Islands,America,,39180.0212,20020, yr 1984,
Chile,America,71.401,5071.315843,11879139, yr 1984,2.655
Colombia,America,67.299,4470.55014,29027923, yr 1984,3.525
Costa Rica,America,74.153,5508.07093,2567516, yr 1984,3.491
Cuba,America,74.438,7645.606318,9982299, yr 1984,1.832
Dominica,America,,,, yr 1984,
Dominican Rep.,America,,2865.088519,6240883, yr 1984,3.978
Ecuador,America,65.449,6968.938272,8825829, yr 1984,4.485
El Salvador,America,58.477,4113.80013,4587633, yr 1984,4.609
Falkland Islands (Malvinas),America,,,, yr 1984,
French Guiana,America,69.961,,83757, yr 1984,3.603
Grenada,America,65.878,3917.983603,91905, yr 1984,4.243
Guadeloupe,America,72.823,,349721, yr 1984,2.503
Guatemala,America,59.057,4488.17839,6726525, yr 1984,5.987
Guyana,America,61.21,2078.813101,759690, yr 1984,3.052
Haiti,America,52.013,1954.712499,5404670, yr 1984,6.106
Honduras,America,62.62,3009.405194,3932288, yr 1984,5.802
Jamaica,America,70.7,6116.866795,2313362, yr 1984,3.394
Martinique,America,74.311,,349558, yr 1984,2.113
Mexico,America,68.372,9177.234684,75080138, yr 1984,4.027
Montserrat,America,,9336.897949,11442, yr 1984,
Netherlands Antilles,America,74.08,19180.38817,181168, yr 1984,2.335
Nicaragua,America,60.15,3397.839161,3121094, yr 1984,5.589
Panama,America,71.197,6746.942786,2120220, yr 1984,3.405
Paraguay,America,67.187,4023.962677,3563622, yr 1984,5.094
Peru,America,62.439,5578.496743,18927692, yr 1984,4.475
Puerto Rico,America,74.088,10902.91404,3350037, yr 1984,2.387
Saint Barthélemy,America,,,, yr 1984,
Saint Martin,America,,,, yr 1984,
Saint-Pierre-et-Miquelon,America,,,6110, yr 1984,
Saint Kitts and Nevis,America,,5850.367533,43448, yr 1984,
Saint Lucia,America,,5069.071777,129815, yr 1984,4.014
Saint Vincent and the Grenadines,America,,3320.729652,102563, yr 1984,3.439
