age_midpt,age_cat,sex,ethnicity,highest_qualification,weekly_hrs,weekly_income
27.5,25-29,Female,Maori,Vocational,20,430
37.5,35-39,Female,Pacific,School,55,1000
47.5,45-49,Female,Europ,NoQual,51,430
32.5,30-34,Female,Europ,School,42,740
37.5,35-39,Female,Europ,BachDeg+,40,760
37.5,35-39,Male,Europ,NoQual,41,750
27.5,25-29,Male,Europ,BachDeg+,40,740
42.5,40-44,Female,Maori,Vocational,40,560
27.5,25-29,Female,Europ,BachDeg+,42,580
32.5,30-34,Male,Europ,Vocational,45,810
32.5,30-34,Female,Europ,Vocational,24,280
32.5,30-34,Male,Europ,Vocational,40,590
32.5,30-34,Male,Europ,OthPostSec,45,840
57.5,55-59,Male,MaoriCombin,BachDeg+,52,1070
47.5,45-49,Male,Europ,School,57,890
27.5,25-29,Female,Other,NoQual,47,730
52.5,50-54,Female,Europ,School,40,680
37.5,35-39,Male,Europ,Vocational,64,910
57.5,55-59,Male,Europ,Vocational,45,820
52.5,50-54,Female,Europ,School,40,650
32.5,30-34,Male,Europ,OthPostSec,45,630
42.5,40-44,Female,Europ,BachDeg+,34,560
42.5,40-44,Female,Europ,Vocational,32,280
37.5,35-39,Female,Europ,OthPostSec,16,320
47.5,45-49,Female,Europ,School,19,200
27.5,25-29,Male,Maori,NoQual,54,600
37.5,35-39,Male,Europ,NoQual,27,410
57.5,55-59,Male,Europ,NoQual,51,980
27.5,25-29,Female,Europ,BachDeg+,40,660
32.5,30-34,Female,Europ,School,44,870
27.5,25-29,Female,Europ,NoQual,43,510
32.5,30-34,Female,Europ,Vocational,40,750
37.5,35-39,Female,Europ,Vocational,30,700
32.5,30-34,Male,Pacific,School,48,700
32.5,30-34,Male,Europ,BachDeg+,38,760
27.5,25-29,Female,Other,BachDeg+,26,140
52.5,50-54,Male,Europ,Vocational,70,1770
37.5,35-39,Female,Europ,NoQual,40,360
37.5,35-39,Male,Europ,School,43,1350
37.5,35-39,Male,Maori,Vocational,46,1450
37.5,35-39,Male,Europ,Vocational,45,1580
42.5,40-44,Female,Europ,School,30,780
37.5,35-39,Female,Europ,School,40,600
42.5,40-44,Male,Europ,Vocational,48,2640
27.5,25-29,Female,Other,School,18,120
37.5,35-39,Male,Europ,OthPostSec,45,920
32.5,30-34,Female,Europ,Vocational,40,490
47.5,45-49,Male,Europ,School,36,770
32.5,30-34,Male,Europ,NoQual,30,400
42.5,40-44,Female,Europ,BachDeg+,25,450
32.5,30-34,Male,Pacific,Vocational,30,500
37.5,35-39,Female,Pacific,School,40,480
47.5,45-49,Male,Europ,Vocational,40,1560
27.5,25-29,Male,Pacific,NoQual,40,540
27.5,25-29,Female,Other,BachDeg+,40,670
47.5,45-49,Female,Maori,Vocational,47,700
52.5,50-54,Male,Europ,BachDeg+,50,1550
57.5,55-59,Female,Europ,NoQual,3,170
62.5,60-64,Female,Europ,NoQual,33,440
27.5,25-29,Female,Europ,OthPostSec,53,290
42.5,40-44,Male,Maori,OthPostSec,40,450
52.5,50-54,Female,Europ,BachDeg+,56,960
52.5,50-54,Female,Europ,NoQual,30,570
47.5,45-49,Male,Europ,Vocational,59,900
47.5,45-49,Male,Europ,Vocational,48,1510
47.5,45-49,Male,Europ,Vocational,40,690
52.5,50-54,Male,Europ,BachDeg+,24,560
37.5,35-39,Male,Pacific,NoQual,40,750
47.5,45-49,Female,Europ,Vocational,40,490
42.5,40-44,Female,Europ,Vocational,23,370
27.5,25-29,Female,Europ,Vocational,37,620
37.5,35-39,Male,Europ,BachDeg+,40,2260
52.5,50-54,Female,Europ,Vocational,45,450
47.5,45-49,Male,Europ,NoQual,50,840
37.5,35-39,Male,Europ,Vocational,40,910
37.5,35-39,Female,Europ,OthPostSec,40,730
52.5,50-54,Male,Pacific,BachDeg+,46,1080
32.5,30-34,Female,Europ,BachDeg+,41,1350
27.5,25-29,Female,Other,BachDeg+,29,640
42.5,40-44,Female,Europ,School,35,740
32.5,30-34,Female,Europ,Vocational,19,530
57.5,55-59,Male,Europ,NoQual,10,250
52.5,50-54,Male,Europ,BachDeg+,47,1380
62.5,60-64,Female,Europ,Vocational,26,550
42.5,40-44,Female,Europ,NoQual,61,640
62.5,60-64,Female,Europ,NoQual,14,290
47.5,45-49,Female,Europ,School,46,760
47.5,45-49,Female,Europ,BachDeg+,45,4950
52.5,50-54,Female,Europ,Vocational,25,590
37.5,35-39,Female,Europ,Vocational,50,800
47.5,45-49,Female,Europ,NoQual,24,390
57.5,55-59,Male,Maori,NoQual,35,530
47.5,45-49,Female,Europ,Vocational,40,850
32.5,30-34,Female,Europ,School,40,440
37.5,35-39,Male,Europ,BachDeg+,40,1980
32.5,30-34,Male,Europ,Vocational,55,960
42.5,40-44,Female,Europ,Vocational,14,150
57.5,55-59,Female,Europ,OthPostSec,24,480
32.5,30-34,Female,Europ,NoQual,13,540
42.5,40-44,Male,Europ,Vocational,19,690
42.5,40-44,Male,Europ,NoQual,40,440
32.5,30-34,Male,Pacific,School,41,680
37.5,35-39,Male,MaoriCombin,BachDeg+,65,2730
27.5,25-29,Male,Europ,School,37,290
32.5,30-34,Female,Europ,School,22,620
32.5,30-34,Male,Europ,Vocational,36,640
27.5,25-29,Male,Other,School,23,660
62.5,60-64,Male,Europ,OthPostSec,26,470
37.5,35-39,Male,Europ,Vocational,43,1480
37.5,35-39,Male,Europ,BachDeg+,37,1080
42.5,40-44,Female,Europ,School,30,280
47.5,45-49,Male,Europ,School,40,1100
52.5,50-54,Female,Other,Vocational,32,510
32.5,30-34,Male,Europ,NoQual,42,750
57.5,55-59,Male,Europ,Vocational,45,780
57.5,55-59,Male,Europ,NoQual,40,470
37.5,35-39,Male,Europ,BachDeg+,46,560
27.5,25-29,Female,Europ,NoQual,16,160
62.5,60-64,Female,Europ,Vocational,21,580
57.5,55-59,Female,Europ,School,30,350
52.5,50-54,Female,Europ,NoQual,26,510
27.5,25-29,Female,Europ,NoQual,52,320
42.5,40-44,Male,Europ,BachDeg+,50,2480
27.5,25-29,Female,Pacific,School,55,440
52.5,50-54,Female,Europ,Vocational,40,1150
42.5,40-44,Male,Europ,School,40,680
52.5,50-54,Male,Europ,Vocational,32,800
62.5,60-64,Female,Europ,School,40,830
62.5,60-64,Male,Europ,School,50,1810
62.5,60-64,Female,Europ,NoQual,2,160
47.5,45-49,Female,Europ,BachDeg+,38,1130
47.5,45-49,Male,Europ,BachDeg+,60,950
37.5,35-39,Male,Pacific,School,48,610
27.5,25-29,Male,Europ,Vocational,44,600
32.5,30-34,Male,Europ,School,59,5050
47.5,45-49,Male,Europ,Vocational,40,810
62.5,60-64,Female,Europ,Vocational,38,630
27.5,25-29,Female,Europ,OthPostSec,24,660
62.5,60-64,Male,Europ,BachDeg+,12,320
27.5,25-29,Female,Maori,School,14,290
37.5,35-39,Female,Europ,School,40,940
47.5,45-49,Male,Europ,Vocational,48,1420
32.5,30-34,Female,Maori,BachDeg+,32,930
57.5,55-59,Female,Europ,BachDeg+,67,2360
52.5,50-54,Female,Europ,Vocational,60,580
27.5,25-29,Male,Pacific,School,30,290
32.5,30-34,Male,Europ,BachDeg+,40,1840
47.5,45-49,Male,Maori,NoQual,22,310
37.5,35-39,Male,Europ,OthPostSec,55,2200
32.5,30-34,Female,Europ,School,11,290
27.5,25-29,Male,NonMaoriComb,NoQual,9,380
47.5,45-49,Male,Europ,NoQual,38,790
32.5,30-34,Female,MaoriCombin,Vocational,30,370
52.5,50-54,Male,Maori,School,9,610
57.5,55-59,Female,Europ,Vocational,40,470
47.5,45-49,Male,Europ,BachDeg+,36,1260
32.5,30-34,Female,Europ,Vocational,40,570
42.5,40-44,Female,Pacific,School,25,410
52.5,50-54,Female,Europ,School,45,670
52.5,50-54,Female,Europ,NoQual,40,490
47.5,45-49,Male,Europ,OthPostSec,19,2320
32.5,30-34,Female,Europ,NoQual,22,210
37.5,35-39,Female,Europ,School,38,680
37.5,35-39,Female,Europ,NoQual,30,380
42.5,40-44,Female,Europ,BachDeg+,50,930
57.5,55-59,Male,Europ,Vocational,65,840
47.5,45-49,Female,MaoriCombin,School,17,500
52.5,50-54,Male,Europ,NoQual,45,660
37.5,35-39,Male,Europ,BachDeg+,44,1530
57.5,55-59,Male,Europ,BachDeg+,52,3990
32.5,30-34,Male,Europ,NoQual,40,580
57.5,55-59,Male,Europ,OthPostSec,47,800
52.5,50-54,Female,Europ,BachDeg+,46,560
27.5,25-29,Female,Europ,BachDeg+,34,490
52.5,50-54,Male,Europ,NoQual,20,510
32.5,30-34,Male,Europ,BachDeg+,30,2370
47.5,45-49,Female,Europ,NoQual,30,340
27.5,25-29,Male,Europ,OthPostSec,44,530
27.5,25-29,Female,Europ,BachDeg+,55,820
37.5,35-39,Male,MaoriCombin,OthPostSec,33,490
47.5,45-49,Female,Europ,OthPostSec,25,330
37.5,35-39,Male,Other,BachDeg+,80,2640
52.5,50-54,Male,Europ,NoQual,58,890
37.5,35-39,Male,Pacific,Vocational,56,1100
52.5,50-54,Male,Europ,NoQual,55,590
37.5,35-39,Female,Europ,NoQual,10,260
27.5,25-29,Male,Other,BachDeg+,12,1050
62.5,60-64,Female,Europ,Vocational,40,670
27.5,25-29,Female,Europ,Vocational,50,530
32.5,30-34,Male,Europ,NoQual,36,690
42.5,40-44,Female,Europ,School,40,960
52.5,50-54,Male,Other,NoQual,30,670
27.5,25-29,Male,Pacific,School,31,360
27.5,25-29,Male,Europ,Vocational,54,810
47.5,45-49,Female,Europ,BachDeg+,24,890
37.5,35-39,Female,Europ,School,24,290
32.5,30-34,Female,Europ,Vocational,50,930
37.5,35-39,Female,Europ,School,20,200
47.5,45-49,Male,Europ,School,40,1260
42.5,40-44,Male,Europ,Vocational,39,2370
32.5,30-34,Female,Europ,Vocational,35,450
62.5,60-64,Female,Europ,Vocational,40,840
62.5,60-64,Male,MaoriCombin,NoQual,35,1220
37.5,35-39,Female,Europ,Vocational,27,500
47.5,45-49,Female,Europ,Vocational,40,380
27.5,25-29,Female,Europ,Vocational,16,210
42.5,40-44,Male,Europ,Vocational,40,730
32.5,30-34,Female,Europ,Vocational,9,180
47.5,45-49,Female,Europ,Vocational,23,290
37.5,35-39,Male,Europ,OthPostSec,40,730
27.5,25-29,Female,Other,BachDeg+,28,90
37.5,35-39,Male,Maori,NoQual,38,490
37.5,35-39,Female,Europ,School,9,320
37.5,35-39,Female,Europ,Vocational,4,100
32.5,30-34,Male,Europ,Vocational,36,850
37.5,35-39,Male,Pacific,School,60,1120
32.5,30-34,Female,Pacific,School,20,340
37.5,35-39,Male,Europ,Vocational,45,780
32.5,30-34,Female,Europ,Vocational,33,490
47.5,45-49,Female,Europ,Vocational,30,710
37.5,35-39,Female,Europ,Vocational,62,1300
32.5,30-34,Male,Europ,BachDeg+,58,1970
42.5,40-44,Female,Europ,Vocational,14,130
52.5,50-54,Female,Other,Vocational,37,700
27.5,25-29,Female,Europ,OthPostSec,40,530
42.5,40-44,Male,Europ,NoQual,70,530
47.5,45-49,Female,Europ,Vocational,35,330
52.5,50-54,Female,Europ,School,25,660
57.5,55-59,Male,Europ,Vocational,33,450
32.5,30-34,Male,Europ,School,40,490
47.5,45-49,Male,Europ,School,40,490
62.5,60-64,Female,Other,School,10,420
52.5,50-54,Female,Europ,School,40,550
62.5,60-64,Female,Europ,BachDeg+,29,1490
47.5,45-49,Male,Europ,NoQual,48,380
47.5,45-49,Male,Europ,Vocational,43,730
37.5,35-39,Female,Europ,BachDeg+,44,1090
27.5,25-29,Female,Other,School,7,240
42.5,40-44,Male,Europ,Vocational,40,900
37.5,35-39,Male,Maori,Vocational,45,1730
37.5,35-39,Male,Europ,NoQual,41,750
62.5,60-64,Male,Maori,NoQual,60,1510
27.5,25-29,Female,Europ,School,28,350
27.5,25-29,Male,Europ,NoQual,60,500
62.5,60-64,Male,Maori,NoQual,32,470
42.5,40-44,Male,Europ,Vocational,40,400
57.5,55-59,Male,Europ,NoQual,45,740
52.5,50-54,Male,Europ,School,30,1740
42.5,40-44,Male,Europ,School,39,820
37.5,35-39,Female,Europ,OthPostSec,14,270
42.5,40-44,Male,Europ,BachDeg+,35,1420
27.5,25-29,Female,Europ,Vocational,10,90
47.5,45-49,Female,Europ,NoQual,20,140
62.5,60-64,Female,Europ,Vocational,14,120
47.5,45-49,Female,Europ,School,46,730
37.5,35-39,Male,Europ,Vocational,40,640
37.5,35-39,Female,NonMaoriComb,School,76,1690
42.5,40-44,Male,Maori,NoQual,42,490
37.5,35-39,Female,Europ,OthPostSec,21,60
37.5,35-39,Female,Europ,Vocational,36,460
47.5,45-49,Male,Europ,Vocational,50,580
37.5,35-39,Male,Pacific,School,40,460
37.5,35-39,Male,Europ,NoQual,50,880
32.5,30-34,Female,Europ,Vocational,37,490
62.5,60-64,Male,Europ,Vocational,40,750
52.5,50-54,Male,Pacific,NoQual,40,410
42.5,40-44,Female,Europ,School,8,80
47.5,45-49,Female,MaoriCombin,NoQual,25,300
52.5,50-54,Female,Maori,NoQual,30,680
62.5,60-64,Female,Maori,Vocational,48,1210
37.5,35-39,Male,Europ,School,40,840
27.5,25-29,Male,Europ,School,40,480
47.5,45-49,Female,Maori,NoQual,48,380
37.5,35-39,Female,Europ,School,40,920
27.5,25-29,Female,MaoriCombin,Vocational,21,210
37.5,35-39,Female,Europ,School,40,940
62.5,60-64,Female,Europ,NoQual,16,200
47.5,45-49,Female,Europ,School,17,390
27.5,25-29,Male,Europ,BachDeg+,48,920
37.5,35-39,Female,Europ,School,45,610
37.5,35-39,Female,Europ,Vocational,4,100
57.5,55-59,Female,Europ,Vocational,63,820
32.5,30-34,Male,Europ,Vocational,21,980
57.5,55-59,Female,Europ,Vocational,56,1160
47.5,45-49,Female,Other,BachDeg+,38,280
32.5,30-34,Male,Europ,Vocational,40,590
52.5,50-54,Male,Europ,Vocational,45,1000
42.5,40-44,Male,Europ,Vocational,40,720
52.5,50-54,Male,Europ,School,50,710
52.5,50-54,Male,Europ,BachDeg+,40,580
27.5,25-29,Male,Europ,School,32,730
47.5,45-49,Female,Europ,Vocational,60,830
47.5,45-49,Female,Europ,BachDeg+,10,1100
27.5,25-29,Male,Europ,Vocational,40,390
42.5,40-44,Female,Europ,Vocational,72,840
52.5,50-54,Male,Europ,School,40,470
27.5,25-29,Male,Maori,Vocational,45,820
52.5,50-54,Female,Europ,NoQual,20,290
52.5,50-54,Male,Other,BachDeg+,24,560
27.5,25-29,Female,Europ,BachDeg+,26,370
37.5,35-39,Male,Europ,Vocational,45,510
47.5,45-49,Female,Europ,NoQual,51,430
37.5,35-39,Male,Europ,BachDeg+,41,1340
47.5,45-49,Male,Europ,School,50,1220
52.5,50-54,Female,Europ,BachDeg+,30,470
47.5,45-49,Female,Europ,BachDeg+,34,810
32.5,30-34,Male,MaoriCombin,School,22,900
52.5,50-54,Female,Europ,NoQual,8,200
32.5,30-34,Female,Europ,School,40,400
47.5,45-49,Female,Europ,BachDeg+,50,1450
57.5,55-59,Male,Europ,NoQual,45,680
52.5,50-54,Female,Maori,Vocational,51,890
37.5,35-39,Male,Maori,BachDeg+,43,740
47.5,45-49,Male,Other,BachDeg+,42,1610
32.5,30-34,Female,Europ,BachDeg+,34,840
62.5,60-64,Female,Maori,Vocational,26,290
62.5,60-64,Male,Europ,BachDeg+,20,520
47.5,45-49,Male,Europ,Vocational,43,1620
47.5,45-49,Male,Europ,Vocational,40,650
42.5,40-44,Female,Europ,Vocational,19,310
27.5,25-29,Female,Europ,School,29,300
57.5,55-59,Female,Europ,NoQual,40,360
37.5,35-39,Female,Europ,NoQual,39,780
37.5,35-39,Male,Europ,Vocational,38,1490
47.5,45-49,Male,MaoriCombin,School,38,530
62.5,60-64,Male,Europ,Vocational,38,1820
27.5,25-29,Male,Europ,OthPostSec,44,540
32.5,30-34,Female,Europ,OthPostSec,22,600
52.5,50-54,Female,Europ,School,23,400
27.5,25-29,Female,Europ,NoQual,6,120
37.5,35-39,Male,Europ,BachDeg+,40,720
37.5,35-39,Female,Europ,Vocational,14,190
42.5,40-44,Female,Europ,Vocational,40,450
42.5,40-44,Female,Europ,BachDeg+,21,610
57.5,55-59,Female,Europ,Vocational,40,520
37.5,35-39,Male,Europ,BachDeg+,47,2140
27.5,25-29,Female,Europ,Vocational,44,770
57.5,55-59,Male,Europ,Vocational,32,480
42.5,40-44,Male,Europ,NoQual,42,860
42.5,40-44,Female,Europ,OthPostSec,40,400
32.5,30-34,Female,Europ,OthPostSec,60,760
27.5,25-29,Female,Europ,School,19,170
42.5,40-44,Female,Europ,NoQual,86,720
57.5,55-59,Male,Europ,Vocational,52,1070
37.5,35-39,Male,Pacific,NoQual,40,680
47.5,45-49,Female,Europ,Vocational,40,700
37.5,35-39,Female,Europ,Vocational,4,140
42.5,40-44,Male,Europ,Vocational,50,690
27.5,25-29,Male,MaoriCombin,BachDeg+,55,950
57.5,55-59,Male,Other,Vocational,60,500
32.5,30-34,Male,Europ,Vocational,40,670
47.5,45-49,Female,Europ,Vocational,40,810
47.5,45-49,Female,Maori,Vocational,37,440
27.5,25-29,Female,Europ,BachDeg+,34,520
62.5,60-64,Female,Europ,Vocational,34,750
62.5,60-64,Female,Europ,Vocational,4,390
42.5,40-44,Male,Europ,School,40,1110
32.5,30-34,Female,Europ,OthPostSec,41,450
32.5,30-34,Female,Europ,Vocational,101,830
32.5,30-34,Female,Europ,BachDeg+,37,830
42.5,40-44,Female,Europ,BachDeg+,39,1240
62.5,60-64,Female,Maori,NoQual,5,380
52.5,50-54,Female,Europ,Vocational,8,670
37.5,35-39,Male,Europ,School,40,340
47.5,45-49,Male,Europ,Vocational,48,730
57.5,55-59,Female,Europ,Vocational,40,480
37.5,35-39,Male,Europ,Vocational,41,1360
32.5,30-34,Male,Europ,Vocational,60,1020
42.5,40-44,Male,Europ,Vocational,40,970
32.5,30-34,Female,Europ,School,27,680
27.5,25-29,Male,Europ,School,23,1070
52.5,50-54,Female,Europ,School,31,400
32.5,30-34,Male,MaoriCombin,Vocational,51,1090
32.5,30-34,Female,Europ,Vocational,40,760
32.5,30-34,Male,Europ,BachDeg+,17,410
47.5,45-49,Female,Europ,School,30,640
32.5,30-34,Male,Europ,Vocational,46,1260
42.5,40-44,Female,Europ,NoQual,10,320
32.5,30-34,Male,Europ,School,42,770
27.5,25-29,Male,Europ,Vocational,41,1100
62.5,60-64,Female,NonMaoriComb,School,27,520
47.5,45-49,Female,NonMaoriComb,Vocational,52,1880
32.5,30-34,Female,Europ,BachDeg+,37,900
37.5,35-39,Male,Europ,Vocational,40,870
47.5,45-49,Male,Other,School,38,590
42.5,40-44,Female,Europ,BachDeg+,35,350
37.5,35-39,Male,Europ,NoQual,45,670
27.5,25-29,Male,Pacific,BachDeg+,45,1530
62.5,60-64,Female,Europ,School,40,480
57.5,55-59,Male,Europ,OthPostSec,40,800
32.5,30-34,Male,Other,Vocational,45,410
27.5,25-29,Female,Europ,Vocational,39,710
37.5,35-39,Male,Europ,NoQual,60,650
27.5,25-29,Male,Europ,School,49,720
52.5,50-54,Female,Europ,School,44,730
42.5,40-44,Male,Europ,Vocational,40,940
37.5,35-39,Female,Europ,NoQual,30,680
47.5,45-49,Male,Europ,Vocational,38,1220
62.5,60-64,Female,Europ,School,27,450
42.5,40-44,Female,Europ,OthPostSec,10,330
47.5,45-49,Female,Europ,Vocational,30,710
27.5,25-29,Male,Europ,School,40,450
57.5,55-59,Female,Maori,NoQual,70,990
32.5,30-34,Male,Europ,OthPostSec,41,1320
27.5,25-29,Female,Europ,Vocational,25,570
52.5,50-54,Male,Europ,NoQual,44,710
37.5,35-39,Male,Europ,NoQual,13,290
57.5,55-59,Female,Europ,Vocational,40,490
42.5,40-44,Male,Europ,BachDeg+,55,1030
37.5,35-39,Female,Europ,Vocational,50,1280
27.5,25-29,Male,Europ,Vocational,17,460
47.5,45-49,Female,Europ,Vocational,40,830
32.5,30-34,Male,Europ,OthPostSec,40,730
42.5,40-44,Male,Europ,NoQual,43,960
37.5,35-39,Female,Maori,Vocational,20,550
32.5,30-34,Male,MaoriCombin,Vocational,23,740
52.5,50-54,Female,Europ,Vocational,20,630
42.5,40-44,Female,Europ,Vocational,40,540
37.5,35-39,Male,Europ,BachDeg+,40,1250
52.5,50-54,Female,Europ,Vocational,20,520
42.5,40-44,Female,Europ,School,20,640
47.5,45-49,Female,Europ,OthPostSec,48,550
57.5,55-59,Male,Europ,NoQual,44,590
32.5,30-34,Male,Europ,Vocational,40,630
47.5,45-49,Female,Europ,Vocational,45,1050
37.5,35-39,Female,Europ,BachDeg+,9,440
37.5,35-39,Male,Maori,OthPostSec,50,750
32.5,30-34,Male,Pacific,School,25,550
42.5,40-44,Female,Europ,Vocational,33,1070
37.5,35-39,Female,Europ,NoQual,39,810
52.5,50-54,Female,Europ,School,40,640
27.5,25-29,Male,Europ,School,40,560
37.5,35-39,Male,Europ,School,63,990
37.5,35-39,Male,Europ,Vocational,77,930
47.5,45-49,Female,MaoriCombin,NoQual,45,410
37.5,35-39,Male,Europ,Vocational,40,1440
42.5,40-44,Male,Europ,School,40,980
42.5,40-44,Male,Maori,NoQual,26,190
47.5,45-49,Male,Europ,BachDeg+,60,1080
62.5,60-64,Female,NonMaoriComb,BachDeg+,32,400
47.5,45-49,Female,Europ,Vocational,20,380
52.5,50-54,Male,Europ,Vocational,40,1590
62.5,60-64,Male,Europ,School,30,260
42.5,40-44,Female,Europ,Vocational,56,970
37.5,35-39,Male,Other,NoQual,41,460
47.5,45-49,Male,Europ,Vocational,40,920
47.5,45-49,Male,Europ,OthPostSec,40,660
57.5,55-59,Male,Europ,NoQual,19,190
42.5,40-44,Female,Maori,Vocational,62,970
47.5,45-49,Female,Europ,OthPostSec,38,1140
52.5,50-54,Male,Europ,School,40,980
42.5,40-44,Female,Europ,Vocational,23,260
42.5,40-44,Female,Other,BachDeg+,25,1170
42.5,40-44,Female,Europ,Vocational,28,320
52.5,50-54,Male,Europ,Vocational,55,1380
37.5,35-39,Female,Europ,Vocational,12,130
62.5,60-64,Male,Europ,Vocational,42,1220
32.5,30-34,Male,Europ,BachDeg+,31,700
47.5,45-49,Female,Maori,NoQual,8,320
62.5,60-64,Female,Europ,Vocational,38,650
57.5,55-59,Female,Europ,School,26,260
52.5,50-54,Male,Europ,Vocational,41,720
62.5,60-64,Male,Europ,Vocational,30,510
27.5,25-29,Male,MaoriCombin,Vocational,41,350
27.5,25-29,Male,Europ,BachDeg+,62,1100
27.5,25-29,Male,Europ,School,49,730
27.5,25-29,Female,Europ,BachDeg+,34,490
47.5,45-49,Female,Maori,NoQual,16,530
32.5,30-34,Male,Europ,School,39,660
27.5,25-29,Male,MaoriCombin,Vocational,46,710
42.5,40-44,Male,Europ,Vocational,40,610
32.5,30-34,Female,Europ,School,40,460
32.5,30-34,Male,Maori,Vocational,18,160
32.5,30-34,Female,Pacific,School,29,370
42.5,40-44,Female,Europ,BachDeg+,40,930
47.5,45-49,Female,Europ,BachDeg+,48,900
37.5,35-39,Female,Maori,OthPostSec,25,330
57.5,55-59,Male,Europ,School,40,360
57.5,55-59,Female,Europ,OthPostSec,8,110
57.5,55-59,Male,Europ,Vocational,35,610
52.5,50-54,Female,Europ,OthPostSec,38,600
52.5,50-54,Male,Europ,Vocational,52,1550
57.5,55-59,Male,Europ,Vocational,42,790
57.5,55-59,Female,Europ,Vocational,18,150
62.5,60-64,Male,Europ,Vocational,41,390
37.5,35-39,Male,Europ,School,73,660
52.5,50-54,Male,Europ,Vocational,3,750
47.5,45-49,Male,Europ,Vocational,40,690
37.5,35-39,Female,Europ,Vocational,13,510
47.5,45-49,Female,Europ,School,42,310
37.5,35-39,Male,Europ,Vocational,45,750
57.5,55-59,Female,Europ,BachDeg+,40,640
42.5,40-44,Female,Europ,BachDeg+,36,1180
32.5,30-34,Male,Europ,BachDeg+,45,800
32.5,30-34,Female,Europ,School,11,310
37.5,35-39,Female,Europ,Vocational,40,610
47.5,45-49,Male,Europ,Vocational,48,680
32.5,30-34,Female,MaoriCombin,School,31,420
37.5,35-39,Male,Europ,BachDeg+,40,760
37.5,35-39,Female,Europ,Vocational,38,560
42.5,40-44,Female,Other,NoQual,18,110
52.5,50-54,Male,Maori,School,30,1370
47.5,45-49,Female,Maori,Vocational,37,720
42.5,40-44,Male,Europ,NoQual,32,640
42.5,40-44,Female,Europ,School,30,270
42.5,40-44,Female,Europ,BachDeg+,25,690
37.5,35-39,Male,Europ,Vocational,40,990
37.5,35-39,Male,Europ,Vocational,85,1650
47.5,45-49,Male,Europ,NoQual,92,1280
47.5,45-49,Female,Europ,Vocational,40,770
37.5,35-39,Female,Maori,Vocational,24,420
37.5,35-39,Female,Europ,School,124,8290
37.5,35-39,Male,Europ,Vocational,40,860
47.5,45-49,Male,Europ,BachDeg+,27,530
57.5,55-59,Female,Europ,NoQual,2,170
57.5,55-59,Female,Europ,School,14,570
32.5,30-34,Male,Europ,Vocational,40,960
52.5,50-54,Female,Europ,NoQual,20,640
52.5,50-54,Female,Europ,Vocational,25,480
47.5,45-49,Female,Europ,Vocational,38,790
42.5,40-44,Male,Other,Vocational,24,650
42.5,40-44,Female,Europ,School,18,300
37.5,35-39,Male,Europ,Vocational,73,630
32.5,30-34,Female,Other,School,20,150
32.5,30-34,Male,Europ,Vocational,40,920
62.5,60-64,Female,Europ,Vocational,8,330
47.5,45-49,Male,Maori,BachDeg+,80,1370
27.5,25-29,Male,Europ,Vocational,45,740
57.5,55-59,Female,Europ,BachDeg+,38,920
32.5,30-34,Female,Europ,Vocational,15,180
37.5,35-39,Male,Europ,Vocational,41,1090
47.5,45-49,Male,Europ,BachDeg+,60,7170
42.5,40-44,Female,Maori,OthPostSec,30,370
37.5,35-39,Female,Europ,Vocational,40,730
27.5,25-29,Female,Europ,Vocational,24,370
42.5,40-44,Female,Europ,Vocational,25,450
52.5,50-54,Male,Maori,OthPostSec,42,400
47.5,45-49,Female,MaoriCombin,School,27,330
27.5,25-29,Male,Europ,Vocational,44,590
27.5,25-29,Female,Europ,BachDeg+,40,600
37.5,35-39,Female,Europ,School,55,3850
37.5,35-39,Male,Europ,Vocational,46,1270
27.5,25-29,Male,Other,School,45,310
32.5,30-34,Male,Europ,School,34,1910
42.5,40-44,Male,Europ,BachDeg+,50,1260
32.5,30-34,Male,Europ,School,40,1480
52.5,50-54,Female,Europ,BachDeg+,22,240
42.5,40-44,Male,Pacific,Vocational,55,1090
47.5,45-49,Female,Europ,School,17,180
52.5,50-54,Female,Europ,NoQual,40,450
62.5,60-64,Male,Europ,School,10,1190
37.5,35-39,Female,Europ,Vocational,9,90
47.5,45-49,Male,Europ,Vocational,30,550
62.5,60-64,Female,Europ,BachDeg+,24,220
42.5,40-44,Female,Pacific,NoQual,33,320
32.5,30-34,Male,MaoriCombin,Vocational,30,550
37.5,35-39,Male,Europ,Vocational,40,580
52.5,50-54,Male,Other,Vocational,42,1150
47.5,45-49,Female,Europ,Vocational,16,260
57.5,55-59,Female,Europ,Vocational,32,770
37.5,35-39,Female,Europ,OthPostSec,40,800
47.5,45-49,Female,Europ,NoQual,40,410
37.5,35-39,Male,MaoriCombin,NoQual,76,360
32.5,30-34,Female,Europ,BachDeg+,33,470
27.5,25-29,Female,Maori,NoQual,26,210
62.5,60-64,Female,Europ,Vocational,15,500
52.5,50-54,Male,Europ,OthPostSec,18,490
32.5,30-34,Male,Europ,School,46,1150
62.5,60-64,Male,Europ,Vocational,38,1850
27.5,25-29,Female,Europ,School,37,830
52.5,50-54,Female,Europ,NoQual,40,420
27.5,25-29,Female,Maori,School,66,1200
32.5,30-34,Female,Europ,BachDeg+,29,300
37.5,35-39,Female,Other,Vocational,35,360
37.5,35-39,Female,Other,School,60,440
37.5,35-39,Male,Europ,Vocational,36,980
32.5,30-34,Female,Europ,BachDeg+,40,800
